source,trace_id,panel,source_group,time_min,signal,unit,x_uncertainty_min,y_uncertainty,strict_delay_limit_min,relaxed_delay_limit_min,source_url,processing
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,23.25,21.376,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,23.5,21.376,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,23.75,21.4865,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,24.0,21.597,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,24.25,21.707500000000003,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,24.5,21.818,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,24.75,21.892000000000003,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,25.0,21.966,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,25.25,21.966,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,25.5,21.966,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,25.75,21.966,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,26.0,21.966,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,26.25,22.371000000000002,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,26.5,22.776,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,26.75,22.9605,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,27.0,23.145,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,27.25,23.366,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,27.5,23.587,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,27.75,23.587,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,28.0,23.587,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,28.25,23.4765,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,28.5,23.366,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,28.75,23.329,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,29.0,23.292,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,29.25,23.366,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,29.5,23.44,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,29.75,23.5875,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,30.0,23.735,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,30.25,24.250999999999998,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,30.5,24.767,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,30.75,25.467,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,31.0,26.167,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,31.25,26.72,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,31.5,27.273,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,31.75,27.494,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,32.0,27.715,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,32.25,27.42,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,32.5,27.125,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,32.75,26.867,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,33.0,26.609,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,33.25,26.5725,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,33.5,26.536,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,33.75,26.757,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,34.0,26.978,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,34.25,27.199,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,34.5,27.42,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,34.75,27.3465,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,35.0,27.273,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,35.25,27.198999999999998,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,35.5,27.125,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,35.75,26.9775,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,36.0,26.83,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,36.25,26.7195,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,36.5,26.609,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,36.75,26.646,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,37.0,26.683,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,37.25,26.7565,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,37.5,26.83,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,37.75,26.904,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,38.0,26.978,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,38.25,26.978,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,38.5,26.978,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,38.75,27.199,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,39.0,27.42,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,39.25,27.678,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,39.5,27.936,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,39.75,28.636499999999998,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,40.0,29.337,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,40.25,29.7055,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,40.5,30.074,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,40.75,30.811,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,41.0,31.548,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,41.25,31.842999999999996,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,41.5,32.138,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,41.75,32.285,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,42.0,32.432,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,42.25,32.3585,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,42.5,32.285,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,42.75,31.9165,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,43.0,31.548,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,43.25,31.3635,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,43.5,31.179,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,43.75,31.3635,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,44.0,31.548,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,44.25,31.548,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,44.5,31.548,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,44.75,31.658499999999997,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,45.0,31.769,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,45.25,32.174499999999995,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,45.5,32.58,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,45.75,32.875,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,46.0,33.17,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,46.25,33.17,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,46.5,33.17,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,46.75,33.5385,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,47.0,33.907,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,47.25,34.201499999999996,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,47.5,34.496,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,47.75,35.012,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,48.0,35.528,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,48.25,35.9705,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,48.5,36.413,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,48.75,36.891999999999996,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,49.0,37.371,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,49.25,37.7765,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,49.5,38.182,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,49.75,37.961,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,50.0,37.74,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,50.25,37.445,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,50.5,37.15,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,50.75,37.2235,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,51.0,37.297,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,51.25,37.629,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,51.5,37.961,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,51.75,37.924,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,52.0,37.887,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,52.25,37.666,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,52.5,37.445,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,52.75,37.445,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,53.0,37.445,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,53.25,37.7395,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,53.5,38.034,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,53.75,38.108000000000004,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
Choi 2020,Choi_2020_D,D,Choi exercise chloride proxy,54.0,38.182,mM,0.345,1.0,2.0,5.0,https://doi.org/10.1038/s41598-020-64406-5,model input resampled to 0.25-min intervals by linear interpolation; values are not normalized
