grid,waveform_type,T_min,topology,tau_transport_min,tau_sensor_min,rtd_shape,amplitude_retention,NRMSE,pearson_r,feature_delay_min,feature_definition,aligned_amplitude_retention,aligned_NRMSE,aligned_pearson_r,pass_strict,strict_criterion
primary_1080,pulse,2.0,distributed_RTD,10.0,1.0,3.0,0.1659745514192558,0.09797321381435597,-0.02598956229339495,7.9,peak time,0.1659745514192558,0.07822468885471777,0.5671911813785058,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,2.0,distributed_RTD,10.0,2.0,3.0,0.15603175013176906,0.09781720184237612,-0.03398156892943166,8.95,peak time,0.15603175013176906,0.07944984548347069,0.5487588016501773,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,2.0,distributed_RTD,10.0,5.0,3.0,0.1257708268154747,0.09673919043481392,-0.04548305053294034,11.2,peak time,0.1257708268154747,0.08288715761654891,0.49237161275549224,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,2.0,distributed_RTD,15.0,0.0,3.0,0.11441346660590167,0.0958910295360977,-0.03506729513804447,10.05,peak time,0.11441346660590167,0.08367854298996076,0.4700363178319368,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,2.0,distributed_RTD,15.0,1.0,3.0,0.11316295755708054,0.09614645195041321,-0.04715077291767768,11.2,peak time,0.11316295755708054,0.08406389430676968,0.46758589763056535,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,2.0,distributed_RTD,15.0,2.0,3.0,0.1095628640723577,0.09608227591299828,-0.05107440880635036,12.350000000000016,peak time,0.1095628640723577,0.08470474028610216,0.4592839255911652,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,2.0,distributed_RTD,15.0,5.0,3.0,0.09493048429757123,0.09555524935436355,-0.05832739705365495,15.050000000000015,peak time,0.09493048429757123,0.0868372146142316,0.4243016409775731,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,0.5,0.0,,1.0,0.02399124162475273,0.9856299254441607,0.5,peak time,1.0,1.8669993282063345e-17,1.0,True,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,0.5,1.0,,0.9200047509389415,0.06448782128494018,0.8922772064836132,1.4000000000000077,peak time,0.9200047509389415,0.010848906031814945,0.9980524697228699,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,0.5,2.0,,0.7980921922230835,0.08661508769793684,0.7947905894725373,1.95,peak time,0.7980921922230835,0.02880681269670504,0.9856150757302061,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,0.5,5.0,,0.5478050712222116,0.11354592063352859,0.6027737140143554,2.8500000000000076,peak time,0.5478050712222116,0.06606088642662084,0.915187040227152,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,1.0,0.0,,1.0,0.0474889612111505,0.9436960438119415,1.0,peak time,1.0,3.3955704686647535e-17,1.0,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,1.0,1.0,,0.9200047509389415,0.08457781575950434,0.8139064280595243,1.9000000000000077,peak time,0.9200047509389415,0.010864124030643307,0.9980523608767164,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,1.0,2.0,,0.7980921922230835,0.10287719893467805,0.7067776496432869,2.45,peak time,0.7980921922230835,0.028847334326943915,0.9856143022390239,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,1.0,5.0,,0.5478050712222116,0.12334347929820202,0.5184329024669009,3.3500000000000076,peak time,0.5478050712222116,0.06615428515335027,0.9151834891410535,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,2.0,0.0,,1.0,0.09119591120708137,0.7923632100539995,2.0,peak time,1.0,7.367928667572862e-17,1.0,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,2.0,1.0,,0.9200047509389415,0.12037272108851386,0.6219215239955429,2.9000000000000075,peak time,0.9200047509389415,0.010894753141408297,0.9980521413677749,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,2.0,2.0,,0.7980921922230835,0.13159254024336484,0.5144778433863503,3.45,peak time,0.7980921922230835,0.028928893252283597,0.9856127425467904,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,2.0,5.0,,0.5478050712222116,0.14070543719923947,0.35183966666374056,4.350000000000008,peak time,0.5478050712222116,0.06634227724917062,0.9151763358840678,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,5.0,0.0,,1.0,0.1770685439843885,0.21722597797042079,5.0,peak time,1.0,1.6480449648117686e-16,1.0,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,5.0,1.0,,0.9200047509389416,0.18345346075188484,0.12036627976349586,5.9,peak time,0.9200047509389416,0.010988218563859778,0.998051467939328,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,5.0,2.0,,0.7980921922230835,0.18052311651049202,0.07828960670816787,6.45,peak time,0.7980921922230835,0.029177784215534974,0.9856079592630351,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,5.0,5.0,,0.5478050712222114,0.16989470652616784,0.022382354257029533,7.350000000000015,peak time,0.5478050712222114,0.06691601762704769,0.9151544591589401,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,10.0,0.0,,1.0,0.20405454787917626,-0.03955178660751955,10.0,peak time,1.0,2.3569374360289564e-16,1.0,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,10.0,1.0,,0.9200047509389419,0.1998215198206583,-0.043807749359214415,10.9,peak time,0.9200047509389419,0.011149486629080633,0.9980502932949926,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,10.0,2.0,,0.7980921922230835,0.19243110492030496,-0.04855499649541965,11.45,peak time,0.7980921922230835,0.029607271309214613,0.9855996220117501,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,10.0,5.0,,0.5478050712222114,0.1766483507537102,-0.06266673286542922,12.350000000000016,peak time,0.5478050712222114,0.06790624630553026,0.9151165508834768,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
primary_1080,pulse,5.0,plug_flow,15.0,0.0,,1.0,0.20445353448667183,-0.043621019475809104,15.0,peak time,1.0,2.404838484550444e-16,0.9999999999999998,False,"illustrative: amp>=0.90; NRMSE<=0.10; r>=0.95; delay<=max(1 min, T/4)"
