time_min,c_true,c_measured_device_A,c_measured_device_B,lod_au
148.50,0.300002,0.300007,0.331173,0.10
148.75,0.300002,0.300007,0.330658,0.10
149.00,0.300002,0.300006,0.330151,0.10
149.25,0.300001,0.300006,0.329653,0.10
149.50,0.300001,0.300005,0.329163,0.10
149.75,0.300001,0.300005,0.328681,0.10
150.00,0.300001,0.300004,0.328207,0.10
150.25,0.300001,0.300004,0.327741,0.10
150.50,0.300001,0.300004,0.327282,0.10
150.75,0.300001,0.300003,0.326831,0.10
151.00,0.300001,0.300003,0.326388,0.10
151.25,0.300001,0.300003,0.325952,0.10
151.50,0.300001,0.300002,0.325523,0.10
151.75,0.300001,0.300002,0.325101,0.10
152.00,0.300000,0.300002,0.324686,0.10
152.25,0.300000,0.300002,0.324278,0.10
152.50,0.300000,0.300002,0.323877,0.10
152.75,0.300000,0.300001,0.323482,0.10
153.00,0.300000,0.300001,0.323094,0.10
153.25,0.300000,0.300001,0.322712,0.10
153.50,0.300000,0.300001,0.322337,0.10
153.75,0.300000,0.300001,0.321968,0.10
154.00,0.300000,0.300001,0.321605,0.10
154.25,0.300000,0.300001,0.321248,0.10
154.50,0.300000,0.300001,0.320896,0.10
154.75,0.300000,0.300001,0.320551,0.10
155.00,0.300000,0.300001,0.320211,0.10
155.25,0.300000,0.300001,0.319877,0.10
155.50,0.300000,0.300000,0.319549,0.10
155.75,0.300000,0.300000,0.319226,0.10
156.00,0.300000,0.300000,0.318908,0.10
156.25,0.300000,0.300000,0.318595,0.10
156.50,0.300000,0.300000,0.318288,0.10
156.75,0.300000,0.300000,0.317986,0.10
157.00,0.300000,0.300000,0.317689,0.10
157.25,0.300000,0.300000,0.317396,0.10
157.50,0.300000,0.300000,0.317109,0.10
157.75,0.300000,0.300000,0.316826,0.10
158.00,0.300000,0.300000,0.316548,0.10
158.25,0.300000,0.300000,0.316274,0.10
158.50,0.300000,0.300000,0.316005,0.10
158.75,0.300000,0.300000,0.315741,0.10
159.00,0.300000,0.300000,0.315481,0.10
159.25,0.300000,0.300000,0.315225,0.10
159.50,0.300000,0.300000,0.314973,0.10
159.75,0.300000,0.300000,0.314726,0.10
160.00,0.300000,0.300000,0.314482,0.10
160.25,0.300000,0.300000,0.314243,0.10
160.50,0.300000,0.300000,0.314007,0.10
160.75,0.300000,0.300000,0.313776,0.10
161.00,0.300000,0.300000,0.313548,0.10
161.25,0.300000,0.300000,0.313324,0.10
161.50,0.300000,0.300000,0.313104,0.10
161.75,0.300000,0.300000,0.312887,0.10
162.00,0.300000,0.300000,0.312674,0.10
162.25,0.300000,0.300000,0.312465,0.10
162.50,0.300000,0.300000,0.312259,0.10
162.75,0.300000,0.300000,0.312056,0.10
163.00,0.300000,0.300000,0.311857,0.10
163.25,0.300000,0.300000,0.311661,0.10
163.50,0.300000,0.300000,0.311468,0.10
163.75,0.300000,0.300000,0.311279,0.10
164.00,0.300000,0.300000,0.311092,0.10
164.25,0.300000,0.300000,0.310909,0.10
164.50,0.300000,0.300000,0.310729,0.10
164.75,0.300000,0.300000,0.310551,0.10
165.00,0.300000,0.300000,0.310377,0.10
165.25,0.300000,0.300000,0.310205,0.10
165.50,0.300000,0.300000,0.310037,0.10
165.75,0.300000,0.300000,0.309871,0.10
166.00,0.300000,0.300000,0.309708,0.10
166.25,0.300000,0.300000,0.309547,0.10
166.50,0.300000,0.300000,0.309389,0.10
166.75,0.300000,0.300000,0.309234,0.10
167.00,0.300000,0.300000,0.309082,0.10
167.25,0.300000,0.300000,0.308931,0.10
167.50,0.300000,0.300000,0.308784,0.10
167.75,0.300000,0.300000,0.308639,0.10
168.00,0.300000,0.300000,0.308496,0.10
168.25,0.300000,0.300000,0.308355,0.10
168.50,0.300000,0.300000,0.308217,0.10
168.75,0.300000,0.300000,0.308082,0.10
169.00,0.300000,0.300000,0.307948,0.10
169.25,0.300000,0.300000,0.307817,0.10
169.50,0.300000,0.300000,0.307687,0.10
169.75,0.300000,0.300000,0.307560,0.10
170.00,0.300000,0.300000,0.307435,0.10
170.25,0.300000,0.300000,0.307312,0.10
170.50,0.300000,0.300000,0.307192,0.10
170.75,0.300000,0.300000,0.307073,0.10
171.00,0.300000,0.300000,0.306956,0.10
171.25,0.300000,0.300000,0.306841,0.10
171.50,0.300000,0.300000,0.306728,0.10
171.75,0.300000,0.300000,0.306617,0.10
172.00,0.300000,0.300000,0.306507,0.10
172.25,0.300000,0.300000,0.306400,0.10
172.50,0.300000,0.300000,0.306294,0.10
172.75,0.300000,0.300000,0.306190,0.10
173.00,0.300000,0.300000,0.306088,0.10
173.25,0.300000,0.300000,0.305987,0.10
173.50,0.300000,0.300000,0.305888,0.10
173.75,0.300000,0.300000,0.305791,0.10
174.00,0.300000,0.300000,0.305695,0.10
174.25,0.300000,0.300000,0.305601,0.10
174.50,0.300000,0.300000,0.305508,0.10
174.75,0.300000,0.300000,0.305417,0.10
175.00,0.300000,0.300000,0.305328,0.10
175.25,0.300000,0.300000,0.305240,0.10
175.50,0.300000,0.300000,0.305153,0.10
175.75,0.300000,0.300000,0.305068,0.10
176.00,0.300000,0.300000,0.304984,0.10
176.25,0.300000,0.300000,0.304902,0.10
176.50,0.300000,0.300000,0.304821,0.10
176.75,0.300000,0.300000,0.304741,0.10
177.00,0.300000,0.300000,0.304663,0.10
177.25,0.300000,0.300000,0.304586,0.10
177.50,0.300000,0.300000,0.304510,0.10
177.75,0.300000,0.300000,0.304435,0.10
178.00,0.300000,0.300000,0.304362,0.10
178.25,0.300000,0.300000,0.304290,0.10
178.50,0.300000,0.300000,0.304219,0.10
178.75,0.300000,0.300000,0.304149,0.10
179.00,0.300000,0.300000,0.304081,0.10
179.25,0.300000,0.300000,0.304013,0.10
179.50,0.300000,0.300000,0.303947,0.10
179.75,0.300000,0.300000,0.303882,0.10
180.00,0.300000,0.300000,0.303817,0.10
180.25,0.300000,0.300000,0.303754,0.10
180.50,0.300000,0.300000,0.303692,0.10
180.75,0.300000,0.300000,0.303631,0.10
181.00,0.300000,0.300000,0.303571,0.10
181.25,0.300000,0.300000,0.303512,0.10
181.50,0.300000,0.300000,0.303454,0.10
181.75,0.300000,0.300000,0.303397,0.10
182.00,0.300000,0.300000,0.303341,0.10
182.25,0.300000,0.300000,0.303286,0.10
182.50,0.300000,0.300000,0.303231,0.10
182.75,0.300000,0.300000,0.303178,0.10
183.00,0.300000,0.300000,0.303125,0.10
183.25,0.300000,0.300000,0.303074,0.10
183.50,0.300000,0.300000,0.303023,0.10
183.75,0.300000,0.300000,0.302973,0.10
184.00,0.300000,0.300000,0.302924,0.10
184.25,0.300000,0.300000,0.302876,0.10
184.50,0.300000,0.300000,0.302828,0.10
184.75,0.300000,0.300000,0.302781,0.10
185.00,0.300000,0.300000,0.302735,0.10
185.25,0.300000,0.300000,0.302690,0.10
185.50,0.300000,0.300000,0.302646,0.10
185.75,0.300000,0.300000,0.302602,0.10
186.00,0.300000,0.300000,0.302559,0.10
186.25,0.300000,0.300000,0.302517,0.10
186.50,0.300000,0.300000,0.302475,0.10
186.75,0.300000,0.300000,0.302434,0.10
187.00,0.300000,0.300000,0.302394,0.10
187.25,0.300000,0.300000,0.302354,0.10
187.50,0.300000,0.300000,0.302315,0.10
187.75,0.300000,0.300000,0.302277,0.10
188.00,0.300000,0.300000,0.302239,0.10
188.25,0.300000,0.300000,0.302202,0.10
188.50,0.300000,0.300000,0.302166,0.10
188.75,0.300000,0.300000,0.302130,0.10
189.00,0.300000,0.300000,0.302095,0.10
189.25,0.300000,0.300000,0.302060,0.10
189.50,0.300000,0.300000,0.302026,0.10
189.75,0.300000,0.300000,0.301993,0.10
190.00,0.300000,0.300000,0.301960,0.10
190.25,0.300000,0.300000,0.301928,0.10
190.50,0.300000,0.300000,0.301896,0.10
190.75,0.300000,0.300000,0.301864,0.10
191.00,0.300000,0.300000,0.301834,0.10
191.25,0.300000,0.300000,0.301803,0.10
191.50,0.300000,0.300000,0.301773,0.10
191.75,0.300000,0.300000,0.301744,0.10
192.00,0.300000,0.300000,0.301715,0.10
192.25,0.300000,0.300000,0.301687,0.10
192.50,0.300000,0.300000,0.301659,0.10
192.75,0.300000,0.300000,0.301632,0.10
193.00,0.300000,0.300000,0.301605,0.10
193.25,0.300000,0.300000,0.301578,0.10
193.50,0.300000,0.300000,0.301552,0.10
193.75,0.300000,0.300000,0.301526,0.10
194.00,0.300000,0.300000,0.301501,0.10
194.25,0.300000,0.300000,0.301476,0.10
194.50,0.300000,0.300000,0.301452,0.10
194.75,0.300000,0.300000,0.301428,0.10
195.00,0.300000,0.300000,0.301404,0.10
195.25,0.300000,0.300000,0.301381,0.10
195.50,0.300000,0.300000,0.301358,0.10
195.75,0.300000,0.300000,0.301336,0.10
196.00,0.300000,0.300000,0.301314,0.10
196.25,0.300000,0.300000,0.301292,0.10
196.50,0.300000,0.300000,0.301271,0.10
196.75,0.300000,0.300000,0.301250,0.10
197.00,0.300000,0.300000,0.301229,0.10
197.25,0.300000,0.300000,0.301209,0.10
197.50,0.300000,0.300000,0.301189,0.10
197.75,0.300000,0.300000,0.301169,0.10
198.00,0.300000,0.300000,0.301150,0.10
198.25,0.300000,0.300000,0.301131,0.10
198.50,0.300000,0.300000,0.301112,0.10
198.75,0.300000,0.300000,0.301094,0.10
199.00,0.300000,0.300000,0.301076,0.10
199.25,0.300000,0.300000,0.301058,0.10
199.50,0.300000,0.300000,0.301040,0.10
199.75,0.300000,0.300000,0.301023,0.10
200.00,0.300000,0.300000,0.301006,0.10
200.25,0.300000,0.300000,0.300990,0.10
200.50,0.300000,0.300000,0.300973,0.10
200.75,0.300000,0.300000,0.300957,0.10
201.00,0.300000,0.300000,0.300941,0.10
201.25,0.300000,0.300000,0.300926,0.10
201.50,0.300000,0.300000,0.300911,0.10
201.75,0.300000,0.300000,0.300895,0.10
202.00,0.300000,0.300000,0.300881,0.10
202.25,0.300000,0.300000,0.300866,0.10
202.50,0.300000,0.300000,0.300852,0.10
202.75,0.300000,0.300000,0.300838,0.10
203.00,0.300000,0.300000,0.300824,0.10
203.25,0.300000,0.300000,0.300810,0.10
203.50,0.300000,0.300000,0.300797,0.10
203.75,0.300000,0.300000,0.300784,0.10
204.00,0.300000,0.300000,0.300771,0.10
204.25,0.300000,0.300000,0.300758,0.10
204.50,0.300000,0.300000,0.300745,0.10
204.75,0.300000,0.300000,0.300733,0.10
205.00,0.300000,0.300000,0.300721,0.10
205.25,0.300000,0.300000,0.300709,0.10
205.50,0.300000,0.300000,0.300697,0.10
205.75,0.300000,0.300000,0.300686,0.10
206.00,0.300000,0.300000,0.300675,0.10
206.25,0.300000,0.300000,0.300663,0.10
206.50,0.300000,0.300000,0.300652,0.10
206.75,0.300000,0.300000,0.300642,0.10
207.00,0.300000,0.300000,0.300631,0.10
207.25,0.300000,0.300000,0.300621,0.10
207.50,0.300000,0.300000,0.300610,0.10
207.75,0.300000,0.300000,0.300600,0.10
208.00,0.300000,0.300000,0.300590,0.10
208.25,0.300000,0.300000,0.300581,0.10
208.50,0.300000,0.300000,0.300571,0.10
208.75,0.300000,0.300000,0.300562,0.10
209.00,0.300000,0.300000,0.300552,0.10
209.25,0.300000,0.300000,0.300543,0.10
209.50,0.300000,0.300000,0.300534,0.10
209.75,0.300000,0.300000,0.300525,0.10
210.00,0.300000,0.300000,0.300517,0.10
210.25,0.300000,0.300000,0.300508,0.10
210.50,0.300000,0.300000,0.300500,0.10
210.75,0.300000,0.300000,0.300491,0.10
211.00,0.300000,0.300000,0.300483,0.10
211.25,0.300000,0.300000,0.300475,0.10
211.50,0.300000,0.300000,0.300467,0.10
211.75,0.300000,0.300000,0.300460,0.10
212.00,0.300000,0.300000,0.300452,0.10
212.25,0.300000,0.300000,0.300445,0.10
212.50,0.300000,0.300000,0.300437,0.10
212.75,0.300000,0.300000,0.300430,0.10
213.00,0.300000,0.300000,0.300423,0.10
213.25,0.300000,0.300000,0.300416,0.10
213.50,0.300000,0.300000,0.300409,0.10
213.75,0.300000,0.300000,0.300402,0.10
214.00,0.300000,0.300000,0.300396,0.10
214.25,0.300000,0.300000,0.300389,0.10
214.50,0.300000,0.300000,0.300383,0.10
214.75,0.300000,0.300000,0.300376,0.10
215.00,0.300000,0.300000,0.300370,0.10
215.25,0.300000,0.300000,0.300364,0.10
215.50,0.300000,0.300000,0.300358,0.10
215.75,0.300000,0.300000,0.300352,0.10
216.00,0.300000,0.300000,0.300346,0.10
216.25,0.300000,0.300000,0.300341,0.10
216.50,0.300000,0.300000,0.300335,0.10
216.75,0.300000,0.300000,0.300329,0.10
217.00,0.300000,0.300000,0.300324,0.10
217.25,0.300000,0.300000,0.300319,0.10
217.50,0.300000,0.300000,0.300313,0.10
217.75,0.300000,0.300000,0.300308,0.10
218.00,0.300000,0.300000,0.300303,0.10
218.25,0.300000,0.300000,0.300298,0.10
218.50,0.300000,0.300000,0.300293,0.10
218.75,0.300000,0.300000,0.300288,0.10
219.00,0.300000,0.300000,0.300284,0.10
219.25,0.300000,0.300000,0.300279,0.10
219.50,0.300000,0.300000,0.300274,0.10
219.75,0.300000,0.300000,0.300270,0.10
220.00,0.300000,0.300000,0.300265,0.10
220.25,0.300000,0.300000,0.300261,0.10
220.50,0.300000,0.300000,0.300257,0.10
220.75,0.300000,0.300000,0.300252,0.10
221.00,0.300000,0.300000,0.300248,0.10
221.25,0.300000,0.300000,0.300244,0.10
221.50,0.300000,0.300000,0.300240,0.10
221.75,0.300000,0.300000,0.300236,0.10
222.00,0.300000,0.300000,0.300232,0.10
222.25,0.300000,0.300000,0.300228,0.10
222.50,0.300000,0.300000,0.300225,0.10
222.75,0.300000,0.300000,0.300221,0.10
223.00,0.300000,0.300000,0.300217,0.10
223.25,0.300000,0.300000,0.300214,0.10
223.50,0.300000,0.300000,0.300210,0.10
223.75,0.300000,0.300000,0.300207,0.10
224.00,0.300000,0.300000,0.300203,0.10
224.25,0.300000,0.300000,0.300200,0.10
224.50,0.300000,0.300000,0.300197,0.10
224.75,0.300000,0.300000,0.300193,0.10
225.00,0.300000,0.300000,0.300190,0.10
225.25,0.300000,0.300000,0.300187,0.10
225.50,0.300000,0.300000,0.300184,0.10
225.75,0.300000,0.300000,0.300181,0.10
226.00,0.300000,0.300000,0.300178,0.10
226.25,0.300000,0.300000,0.300175,0.10
226.50,0.300000,0.300000,0.300172,0.10
226.75,0.300000,0.300000,0.300169,0.10
227.00,0.300000,0.300000,0.300166,0.10
227.25,0.300000,0.300000,0.300164,0.10
227.50,0.300000,0.300000,0.300161,0.10
227.75,0.300000,0.300000,0.300158,0.10
228.00,0.300000,0.300000,0.300156,0.10
228.25,0.300000,0.300000,0.300153,0.10
228.50,0.300000,0.300000,0.300151,0.10
228.75,0.300000,0.300000,0.300148,0.10
229.00,0.300000,0.300000,0.300146,0.10
229.25,0.300000,0.300000,0.300143,0.10
229.50,0.300000,0.300000,0.300141,0.10
229.75,0.300000,0.300000,0.300138,0.10
230.00,0.300000,0.300000,0.300136,0.10
230.25,0.300000,0.300000,0.300134,0.10
230.50,0.300000,0.300000,0.300132,0.10
230.75,0.300000,0.300000,0.300130,0.10
231.00,0.300000,0.300000,0.300127,0.10
231.25,0.300000,0.300000,0.300125,0.10
231.50,0.300000,0.300000,0.300123,0.10
231.75,0.300000,0.300000,0.300121,0.10
232.00,0.300000,0.300000,0.300119,0.10
232.25,0.300000,0.300000,0.300117,0.10
232.50,0.300000,0.300000,0.300115,0.10
232.75,0.300000,0.300000,0.300113,0.10
233.00,0.300000,0.300000,0.300111,0.10
233.25,0.300000,0.300000,0.300110,0.10
233.50,0.300000,0.300000,0.300108,0.10
233.75,0.300000,0.300000,0.300106,0.10
234.00,0.300000,0.300000,0.300104,0.10
234.25,0.300000,0.300000,0.300103,0.10
234.50,0.300000,0.300000,0.300101,0.10
234.75,0.300000,0.300000,0.300099,0.10
235.00,0.300000,0.300000,0.300098,0.10
235.25,0.300000,0.300000,0.300096,0.10
235.50,0.300000,0.300000,0.300094,0.10
235.75,0.300000,0.300000,0.300093,0.10
236.00,0.300000,0.300000,0.300091,0.10
236.25,0.300000,0.300000,0.300090,0.10
236.50,0.300000,0.300000,0.300088,0.10
236.75,0.300000,0.300000,0.300087,0.10
237.00,0.300000,0.300000,0.300085,0.10
237.25,0.300000,0.300000,0.300084,0.10
237.50,0.300000,0.300000,0.300083,0.10
237.75,0.300000,0.300000,0.300081,0.10
238.00,0.300000,0.300000,0.300080,0.10
238.25,0.300000,0.300000,0.300079,0.10
238.50,0.300000,0.300000,0.300077,0.10
238.75,0.300000,0.300000,0.300076,0.10
239.00,0.300000,0.300000,0.300075,0.10
239.25,0.300000,0.300000,0.300074,0.10
239.50,0.300000,0.300000,0.300072,0.10
239.75,0.300000,0.300000,0.300071,0.10
240.00,0.300000,0.300000,0.300070,0.10
