time_min,C_in,C_f,S,T_min,tau_transport_min,tau_sensor_min,topology
10.050000,0.0099064413,0.0007930824,0.0004180208,10,5,1,gamma_rtd
10.100000,0.0102665159,0.0008265979,0.0004363128,10,5,1,gamma_rtd
10.150000,0.0106382032,0.0008614188,0.0004553472,10,5,1,gamma_rtd
10.200000,0.0110218188,0.0008975909,0.0004751516,10,5,1,gamma_rtd
10.250000,0.0114176844,0.0009351616,0.0004957542,10,5,1,gamma_rtd
10.300000,0.0118261284,0.0009741794,0.0005171843,10,5,1,gamma_rtd
10.350000,0.0122474853,0.0010146947,0.0005394722,10,5,1,gamma_rtd
10.400000,0.0126820964,0.0010567589,0.0005626491,10,5,1,gamma_rtd
10.450000,0.0131303093,0.0011004254,0.0005867471,10,5,1,gamma_rtd
10.500000,0.0135924784,0.0011457489,0.0006117995,10,5,1,gamma_rtd
10.550000,0.0140689643,0.0011927859,0.0006378405,10,5,1,gamma_rtd
10.600000,0.0145601346,0.0012415942,0.0006649055,10,5,1,gamma_rtd
10.650000,0.0150663634,0.0012922338,0.0006930310,10,5,1,gamma_rtd
10.700000,0.0155880313,0.0013447659,0.0007222544,10,5,1,gamma_rtd
10.750000,0.0161255259,0.0013992540,0.0007526147,10,5,1,gamma_rtd
10.800000,0.0166792411,0.0014557628,0.0007841517,10,5,1,gamma_rtd
10.850000,0.0172495780,0.0015143594,0.0008169065,10,5,1,gamma_rtd
10.900000,0.0178369439,0.0015751125,0.0008509217,10,5,1,gamma_rtd
10.950000,0.0184417530,0.0016380927,0.0008862409,10,5,1,gamma_rtd
11.000000,0.0190644263,0.0017033726,0.0009229092,10,5,1,gamma_rtd
11.050000,0.0197053915,0.0017710270,0.0009609728,10,5,1,gamma_rtd
11.100000,0.0203650827,0.0018411324,0.0010004796,10,5,1,gamma_rtd
11.150000,0.0210439409,0.0019137676,0.0010414787,10,5,1,gamma_rtd
11.200000,0.0217424136,0.0019890135,0.0010840208,10,5,1,gamma_rtd
11.250000,0.0224609550,0.0020669532,0.0011281578,10,5,1,gamma_rtd
11.300000,0.0232000258,0.0021476719,0.0011739434,10,5,1,gamma_rtd
11.350000,0.0239600931,0.0022312572,0.0012214327,10,5,1,gamma_rtd
11.400000,0.0247416307,0.0023177989,0.0012706824,10,5,1,gamma_rtd
11.450000,0.0255451187,0.0024073892,0.0013217509,10,5,1,gamma_rtd
11.500000,0.0263710434,0.0025001226,0.0013746981,10,5,1,gamma_rtd
11.550000,0.0272198976,0.0025960961,0.0014295857,10,5,1,gamma_rtd
11.600000,0.0280921802,0.0026954092,0.0014864771,10,5,1,gamma_rtd
11.650000,0.0289883962,0.0027981639,0.0015454374,10,5,1,gamma_rtd
11.700000,0.0299090567,0.0029044647,0.0016065336,10,5,1,gamma_rtd
11.750000,0.0308546787,0.0030144187,0.0016698344,10,5,1,gamma_rtd
11.800000,0.0318257851,0.0031281357,0.0017354106,10,5,1,gamma_rtd
11.850000,0.0328229044,0.0032457282,0.0018033346,10,5,1,gamma_rtd
11.900000,0.0338465709,0.0033673115,0.0018736809,10,5,1,gamma_rtd
11.950000,0.0348973241,0.0034930036,0.0019465262,10,5,1,gamma_rtd
12.000000,0.0359757092,0.0036229252,0.0020219488,10,5,1,gamma_rtd
12.050000,0.0370822763,0.0037572000,0.0021000293,10,5,1,gamma_rtd
12.100000,0.0382175807,0.0038959548,0.0021808505,10,5,1,gamma_rtd
12.150000,0.0393821827,0.0040393190,0.0022644971,10,5,1,gamma_rtd
12.200000,0.0405766472,0.0041874252,0.0023510562,10,5,1,gamma_rtd
12.250000,0.0418015436,0.0043404091,0.0024406170,10,5,1,gamma_rtd
12.300000,0.0430574459,0.0044984092,0.0025332709,10,5,1,gamma_rtd
12.350000,0.0443449322,0.0046615675,0.0026291118,10,5,1,gamma_rtd
12.400000,0.0456645845,0.0048300289,0.0027282359,10,5,1,gamma_rtd
12.450000,0.0470169887,0.0050039416,0.0028307415,10,5,1,gamma_rtd
12.500000,0.0484027342,0.0051834570,0.0029367297,10,5,1,gamma_rtd
12.550000,0.0498224138,0.0053687298,0.0030463039,10,5,1,gamma_rtd
12.600000,0.0512766234,0.0055599182,0.0031595700,10,5,1,gamma_rtd
12.650000,0.0527659617,0.0057571835,0.0032766363,10,5,1,gamma_rtd
12.700000,0.0542910301,0.0059606905,0.0033976140,10,5,1,gamma_rtd
12.750000,0.0558524322,0.0061706076,0.0035226168,10,5,1,gamma_rtd
12.800000,0.0574507740,0.0063871064,0.0036517608,10,5,1,gamma_rtd
12.850000,0.0590866628,0.0066103623,0.0037851652,10,5,1,gamma_rtd
12.900000,0.0607607079,0.0068405540,0.0039229517,10,5,1,gamma_rtd
12.950000,0.0624735195,0.0070778639,0.0040652448,10,5,1,gamma_rtd
13.000000,0.0642257088,0.0073224781,0.0042121720,10,5,1,gamma_rtd
13.050000,0.0660178875,0.0075745861,0.0043638634,10,5,1,gamma_rtd
13.100000,0.0678506676,0.0078343813,0.0045204522,10,5,1,gamma_rtd
13.150000,0.0697246612,0.0081020608,0.0046820744,10,5,1,gamma_rtd
13.200000,0.0716404796,0.0083778252,0.0048488691,10,5,1,gamma_rtd
13.250000,0.0735987335,0.0086618791,0.0050209783,10,5,1,gamma_rtd
13.300000,0.0756000325,0.0089544308,0.0051985472,10,5,1,gamma_rtd
13.350000,0.0776449847,0.0092556924,0.0053817238,10,5,1,gamma_rtd
13.400000,0.0797341961,0.0095658799,0.0055706595,10,5,1,gamma_rtd
13.450000,0.0818682705,0.0098852130,0.0057655087,10,5,1,gamma_rtd
13.500000,0.0840478090,0.0102139153,0.0059664290,10,5,1,gamma_rtd
13.550000,0.0862734095,0.0105522145,0.0061735814,10,5,1,gamma_rtd
13.600000,0.0885456666,0.0109003420,0.0063871298,10,5,1,gamma_rtd
13.650000,0.0908651708,0.0112585330,0.0066072418,10,5,1,gamma_rtd
13.700000,0.0932325080,0.0116270269,0.0068340879,10,5,1,gamma_rtd
13.750000,0.0956482595,0.0120060669,0.0070678423,10,5,1,gamma_rtd
13.800000,0.0981130013,0.0123959000,0.0073086824,10,5,1,gamma_rtd
13.850000,0.1006273035,0.0127967775,0.0075567889,10,5,1,gamma_rtd
13.900000,0.1031917302,0.0132089543,0.0078123462,10,5,1,gamma_rtd
13.950000,0.1058068386,0.0136326895,0.0080755418,10,5,1,gamma_rtd
14.000000,0.1084731787,0.0140682458,0.0083465671,10,5,1,gamma_rtd
14.050000,0.1111912929,0.0145158903,0.0086256167,10,5,1,gamma_rtd
14.100000,0.1139617156,0.0149758936,0.0089128887,10,5,1,gamma_rtd
14.150000,0.1167849721,0.0154485306,0.0092085850,10,5,1,gamma_rtd
14.200000,0.1196615790,0.0159340798,0.0095129107,10,5,1,gamma_rtd
14.250000,0.1225920428,0.0164328238,0.0098260748,10,5,1,gamma_rtd
14.300000,0.1255768600,0.0169450490,0.0101482898,10,5,1,gamma_rtd
14.350000,0.1286165162,0.0174710457,0.0104797716,10,5,1,gamma_rtd
14.400000,0.1317114857,0.0180111079,0.0108207401,10,5,1,gamma_rtd
14.450000,0.1348622312,0.0185655336,0.0111714185,10,5,1,gamma_rtd
14.500000,0.1380692028,0.0191346244,0.0115320337,10,5,1,gamma_rtd
14.550000,0.1413328376,0.0197186858,0.0119028164,10,5,1,gamma_rtd
14.600000,0.1446535595,0.0203180269,0.0122840009,10,5,1,gamma_rtd
14.650000,0.1480317781,0.0209329605,0.0126758250,10,5,1,gamma_rtd
14.700000,0.1514678886,0.0215638030,0.0130785302,10,5,1,gamma_rtd
14.750000,0.1549622709,0.0222108746,0.0134923618,10,5,1,gamma_rtd
14.800000,0.1585152893,0.0228744986,0.0139175687,10,5,1,gamma_rtd
14.850000,0.1621272917,0.0235550022,0.0143544034,10,5,1,gamma_rtd
14.900000,0.1657986091,0.0242527157,0.0148031219,10,5,1,gamma_rtd
14.950000,0.1695295553,0.0249679730,0.0152639840,10,5,1,gamma_rtd
15.000000,0.1733204258,0.0257011112,0.0157372531,10,5,1,gamma_rtd
15.050000,0.1771714978,0.0264524705,0.0162231962,10,5,1,gamma_rtd
15.100000,0.1810830292,0.0272223945,0.0167220838,10,5,1,gamma_rtd
15.150000,0.1850552583,0.0280112298,0.0172341900,10,5,1,gamma_rtd
15.200000,0.1890884029,0.0288193258,0.0177597924,10,5,1,gamma_rtd
15.250000,0.1931826603,0.0296470351,0.0182991722,10,5,1,gamma_rtd
15.300000,0.1973382060,0.0304947130,0.0188526140,10,5,1,gamma_rtd
15.350000,0.2015551939,0.0313627175,0.0194204059,10,5,1,gamma_rtd
15.400000,0.2058337551,0.0322514093,0.0200028393,10,5,1,gamma_rtd
15.450000,0.2101739976,0.0331611516,0.0206002091,10,5,1,gamma_rtd
15.500000,0.2145760061,0.0340923101,0.0212128135,10,5,1,gamma_rtd
15.550000,0.2190398406,0.0350452528,0.0218409540,10,5,1,gamma_rtd
15.600000,0.2235655369,0.0360203499,0.0224849352,10,5,1,gamma_rtd
15.650000,0.2281531052,0.0370179737,0.0231450652,10,5,1,gamma_rtd
15.700000,0.2328025300,0.0380384984,0.0238216549,10,5,1,gamma_rtd
15.750000,0.2375137696,0.0390823003,0.0245150186,10,5,1,gamma_rtd
15.800000,0.2422867552,0.0401497572,0.0252254733,10,5,1,gamma_rtd
15.850000,0.2471213911,0.0412412485,0.0259533392,10,5,1,gamma_rtd
15.900000,0.2520175533,0.0423571551,0.0266989393,10,5,1,gamma_rtd
15.950000,0.2569750900,0.0434978592,0.0274625995,10,5,1,gamma_rtd
16.000000,0.2619938201,0.0446637442,0.0282446484,10,5,1,gamma_rtd
16.050000,0.2670735337,0.0458551944,0.0290454171,10,5,1,gamma_rtd
16.100000,0.2722139910,0.0470725950,0.0298652396,10,5,1,gamma_rtd
16.150000,0.2774149221,0.0483163319,0.0307044522,10,5,1,gamma_rtd
16.200000,0.2826760264,0.0495867915,0.0315633938,10,5,1,gamma_rtd
16.250000,0.2879969724,0.0508843607,0.0324424052,10,5,1,gamma_rtd
16.300000,0.2933773975,0.0522094262,0.0333418300,10,5,1,gamma_rtd
16.350000,0.2988169068,0.0535623751,0.0342620135,10,5,1,gamma_rtd
16.400000,0.3043150737,0.0549435941,0.0352033033,10,5,1,gamma_rtd
16.450000,0.3098714387,0.0563534695,0.0361660486,10,5,1,gamma_rtd
16.500000,0.3154855100,0.0577923872,0.0371506008,10,5,1,gamma_rtd
16.550000,0.3211567620,0.0592607323,0.0381573126,10,5,1,gamma_rtd
16.600000,0.3268846360,0.0607588888,0.0391865385,10,5,1,gamma_rtd
16.650000,0.3326685396,0.0622872396,0.0402386344,10,5,1,gamma_rtd
16.700000,0.3385078461,0.0638461662,0.0413139576,10,5,1,gamma_rtd
16.750000,0.3444018947,0.0654360487,0.0424128664,10,5,1,gamma_rtd
16.800000,0.3503499900,0.0670572652,0.0435357202,10,5,1,gamma_rtd
16.850000,0.3563514018,0.0687101917,0.0446828795,10,5,1,gamma_rtd
16.900000,0.3624053652,0.0703952023,0.0458547054,10,5,1,gamma_rtd
16.950000,0.3685110800,0.0721126682,0.0470515595,10,5,1,gamma_rtd
17.000000,0.3746677108,0.0738629581,0.0482738042,10,5,1,gamma_rtd
17.050000,0.3808743870,0.0756464378,0.0495218020,10,5,1,gamma_rtd
17.100000,0.3871302022,0.0774634698,0.0507959155,10,5,1,gamma_rtd
17.150000,0.3934342147,0.0793144132,0.0520965075,10,5,1,gamma_rtd
17.200000,0.3997854472,0.0811996235,0.0534239404,10,5,1,gamma_rtd
17.250000,0.4061828866,0.0831194522,0.0547785764,10,5,1,gamma_rtd
17.300000,0.4126254842,0.0850742467,0.0561607773,10,5,1,gamma_rtd
