waveform_type,T_min,topology,tau_transport_min,tau_sensor_min,amplitude_retention,NRMSE,pearson_r,feature_delay_min,pass_strict
pulse,30,cstr,1.1518255,1,0.9929817473,0.03714152519,0.9909378195,2.2,PASS
pulse,30,cstr,1.266695,1,0.9921662849,0.0390346454,0.9899867001,2.3,PASS
pulse,30,cstr,1.3930202,1,0.9911857207,0.04110611193,0.9888907765,2.4,PASS
pulse,30,cstr,1.5319435,1,0.9900137507,0.04337066178,0.9876264774,2.55,PASS
pulse,30,cstr,1.6847215,1,0.9886103945,0.04584365458,0.9861664804,2.7,PASS
pulse,30,cstr,1.8527357,1,0.9869346811,0.04854092015,0.9844792315,2.85,PASS
pulse,30,cstr,2,1,0.985357353,0.0508847548,0.9829323201,3,PASS
pulse,30,cstr,2.0375056,1,0.9849390527,0.05147854537,0.9825284573,3.05,PASS
pulse,30,cstr,2.2407024,1,0.9825681856,0.054672593,0.980272693,3.2,PASS
pulse,30,cstr,2.4641635,1,0.9797619732,0.05813874347,0.9776648569,3.45,PASS
pulse,30,cstr,2.7099101,1,0.9764516512,0.06189185385,0.9746519163,3.65,PASS
pulse,30,cstr,2.9801645,1,0.9725584002,0.06594543698,0.9711746922,3.9,PASS
pulse,30,cstr,3,1,0.9722631954,0.06623983583,0.970913065,3.9,PASS
pulse,30,cstr,3.2773709,1,0.968002327,0.07031106216,0.9671678666,4.15,PASS
pulse,30,cstr,3.6042171,1,0.9626930935,0.07499769954,0.962560249,4.4,PASS
pulse,30,cstr,3.7,1,0.9610857646,0.07634811104,0.9611731464,4.5,PASS
pulse,30,cstr,3.9636591,1,0.9565425735,0.08001102818,0.9572753685,4.7,PASS
pulse,30,cstr,4.3589477,1,0.949454871,0.08535274839,0.951232436,5.05,PASS
pulse,30,cstr,4.7936576,1,0.9413338129,0.09101994109,0.944347709,5.35,FAIL
pulse,30,cstr,5,1,0.9373805008,0.09363459492,0.941004052,5.55,FAIL
pulse,30,cstr,5.2717203,1,0.9320916539,0.09700452677,0.9365362569,5.75,FAIL
pulse,30,cstr,5.7974594,1,0.9216412903,0.1032928755,0.9277140897,6.1,FAIL
pulse,30,cstr,6.3756295,1,0.9099059965,0.1098656159,0.9178005677,6.5,FAIL
pulse,30,cstr,7.0114594,1,0.8968213578,0.116697679,0.9067209713,6.9,FAIL
pulse,30,cstr,7.7106995,1,0.8823428866,0.1237585954,0.8944090764,7.35,FAIL
pulse,30,cstr,8.4796736,1,0.8664373953,0.1310130454,0.8808095604,7.8,FAIL
pulse,30,cstr,9.325336,1,0.8490973934,0.1384216391,0.86588006,8.3,FAIL
pulse,30,cstr,10,1,0.8354493059,0.1439389419,0.8540457937,8.65,FAIL
pulse,30,cstr,10.255335,1,0.8303357515,0.1459418831,0.8495927239,8.75,FAIL
pulse,30,cstr,11.278081,1,0.8101899532,0.1535292789,0.8319351324,9.3,FAIL
pulse,30,cstr,12.402823,1,0.788720729,0.1611384856,0.8129105053,9.8,FAIL
pulse,30,cstr,13.639734,1,0.7660077024,0.1687244802,0.7925371771,10.3,FAIL
pulse,30,cstr,15,1,0.7421568567,0.1762436525,0.7708473674,10.85,FAIL
pulse,30,gamma_rtd,0.05,1,0.9969582021,0.01839397007,0.9977823345,1.1,PASS
pulse,30,gamma_rtd,0.05498641,1,0.996958041,0.01845031298,0.9977687167,1.1,PASS
pulse,30,gamma_rtd,0.0604701,1,0.9969577401,0.01851821253,0.9977522504,1.1,PASS
pulse,30,gamma_rtd,0.06650068,1,0.9969572313,0.01859857534,0.9977326835,1.1,PASS
pulse,30,gamma_rtd,0.07313267,1,0.9969564267,0.01869225034,0.9977097683,1.1,PASS
pulse,30,gamma_rtd,0.08042606,1,0.996955215,0.01880006779,0.997683251,1.1,PASS
pulse,30,gamma_rtd,0.0884468,1,0.996953458,0.01892288186,0.9976528594,1.1,PASS
pulse,30,gamma_rtd,0.09726744,1,0.9969509849,0.01906161459,0.9976182904,1.1,PASS
pulse,30,gamma_rtd,0.1,1,0.9969501004,0.01910518827,0.9976073807,1.1,PASS
pulse,30,gamma_rtd,0.10696774,1,0.996948506,0.01921729479,0.9975791978,1.15,PASS
pulse,30,gamma_rtd,0.11763544,1,0.9969470585,0.01939109311,0.9975351797,1.15,PASS
pulse,30,gamma_rtd,0.12936701,1,0.9969444689,0.01958434981,0.9974857678,1.15,PASS
pulse,30,gamma_rtd,0.14226855,1,0.9969403842,0.01979859882,0.9974304155,1.15,PASS
pulse,30,gamma_rtd,0.15645673,1,0.9969347712,0.0200355873,0.9973684864,1.2,PASS
pulse,30,gamma_rtd,0.17205988,1,0.9969310174,0.02029729417,0.9972992412,1.2,PASS
pulse,30,gamma_rtd,0.1892191,1,0.9969246423,0.02058594645,0.9972218236,1.2,PASS
pulse,30,gamma_rtd,0.20808957,1,0.9969156802,0.02090403763,0.9971352432,1.25,PASS
pulse,30,gamma_rtd,0.22884197,1,0.996907952,0.02125434728,0.9970383558,1.25,PASS
pulse,30,gamma_rtd,0.25,1,0.9968964867,0.02161183679,0.9969378211,1.25,PASS
pulse,30,gamma_rtd,0.25166396,1,0.9968954312,0.02163996143,0.9969298405,1.25,PASS
pulse,30,gamma_rtd,0.27676195,1,0.9968832183,0.02206429802,0.9968081711,1.3,PASS
pulse,30,gamma_rtd,0.30436292,1,0.9968652255,0.02253113333,0.9966715833,1.3,PASS
pulse,30,gamma_rtd,0.33471648,1,0.9968471352,0.02304463272,0.9965180352,1.35,PASS
pulse,30,gamma_rtd,0.36809714,1,0.9968228172,0.02360938496,0.99634516,1.4,PASS
pulse,30,gamma_rtd,0.4048068,1,0.9967926855,0.0242304403,0.9961502098,1.4,PASS
pulse,30,gamma_rtd,0.44517744,1,0.9967589145,0.02491335155,0.9959299891,1.45,PASS
pulse,30,gamma_rtd,0.48957418,1,0.9967171131,0.02566422099,0.9956807745,1.5,PASS
pulse,30,gamma_rtd,0.5,1,0.9967057391,0.02584052318,0.9956211845,1.5,PASS
pulse,30,gamma_rtd,0.53839852,1,0.9966661536,0.02648974947,0.9953982208,1.55,PASS
pulse,30,gamma_rtd,0.59209203,1,0.9966042624,0.02739729192,0.9950772472,1.6,PASS
pulse,30,gamma_rtd,0.65114029,1,0.9965288304,0.02839491539,0.9947119035,1.65,PASS
pulse,30,gamma_rtd,0.71607733,1,0.9964392374,0.02949146336,0.9942952095,1.75,PASS
pulse,30,gamma_rtd,0.75,1,0.9963883487,0.03006403967,0.994071331,1.75,PASS
pulse,30,gamma_rtd,0.78749042,1,0.9963308252,0.03069662285,0.9938189651,1.8,PASS
pulse,30,gamma_rtd,0.8660254,1,0.9961985338,0.03202099678,0.9932735233,1.9,PASS
pulse,30,gamma_rtd,0.95239254,1,0.99603872,0.03347618002,0.992647521,1.95,PASS
pulse,30,gamma_rtd,1,1,0.9959448746,0.03427770598,0.9922907718,2,PASS
pulse,30,gamma_rtd,1.0473729,1,0.9958469686,0.03507483742,0.9919275599,2.05,PASS
pulse,30,gamma_rtd,1.1518255,1,0.9956141475,0.03683078473,0.9910978276,2.15,PASS
pulse,30,gamma_rtd,1.266695,1,0.9953339748,0.03875907027,0.9901396495,2.3,PASS
pulse,30,gamma_rtd,1.3930202,1,0.9949954632,0.04087605248,0.9890309619,2.4,PASS
pulse,30,gamma_rtd,1.5319435,1,0.9945866728,0.04319947517,0.9877456905,2.55,PASS
pulse,30,gamma_rtd,1.6847215,1,0.9940930024,0.04574853038,0.9862530251,2.7,PASS
pulse,30,gamma_rtd,1.8527357,1,0.9934966217,0.04854390802,0.9845165744,2.85,PASS
pulse,30,gamma_rtd,2,1,0.992930211,0.05098679504,0.9829136211,3,PASS
pulse,30,gamma_rtd,2.0375056,1,0.992779787,0.05160782101,0.9824933896,3.05,PASS
pulse,30,gamma_rtd,2.2407024,1,0.9919150876,0.05496399835,0.9801328449,3.25,PASS
pulse,30,gamma_rtd,2.4641635,1,0.9908726157,0.05863763235,0.9773753687,3.45,PASS
pulse,30,gamma_rtd,2.7099101,1,0.98962181,0.06265526349,0.9741510256,3.7,PASS
pulse,30,gamma_rtd,2.9801645,1,0.988118045,0.06704458678,0.9703779576,4,PASS
pulse,30,gamma_rtd,3,1,0.9880034719,0.0673654925,0.9700918093,4,PASS
pulse,30,gamma_rtd,3.2773709,1,0.9863135914,0.0718341505,0.9659607158,4.25,PASS
pulse,30,gamma_rtd,3.6042171,1,0.9841546709,0.07705292735,0.9607885272,4.6,PASS
pulse,30,gamma_rtd,3.7,1,0.9834868792,0.0785722157,0.9592119926,4.7,PASS
pulse,30,gamma_rtd,3.9636591,1,0.9815717549,0.08272972152,0.9547335834,4.95,PASS
pulse,30,gamma_rtd,4.3589477,1,0.9784889051,0.08889238481,0.9476494683,5.35,FAIL
pulse,30,gamma_rtd,4.7936576,1,0.9748238696,0.09556680869,0.9393698998,5.75,FAIL
pulse,30,gamma_rtd,5,1,0.9729857642,0.09869556599,0.9352689184,5.95,FAIL
pulse,30,gamma_rtd,5.2717203,1,0.9704735563,0.102775669,0.9297080122,6.2,FAIL
pulse,30,gamma_rtd,5.7974594,1,0.9653291547,0.1105369092,0.9184564706,6.7,FAIL
pulse,30,gamma_rtd,6.3756295,1,0.9592689465,0.1188619697,0.9053887571,7.25,FAIL
pulse,30,gamma_rtd,7.0114594,1,0.9521605949,0.1277537991,0.8902620071,7.85,FAIL
pulse,30,gamma_rtd,7.7106995,1,0.943863866,0.1372047222,0.8728217659,8.45,FAIL
pulse,30,gamma_rtd,8.4796736,1,0.9342340582,0.1471942848,0.8528089747,9.15,FAIL
pulse,30,gamma_rtd,9.325336,1,0.9231212946,0.157687249,0.8299693463,9.9,FAIL
pulse,30,gamma_rtd,10,1,0.9139282328,0.165688721,0.8112464855,10.5,FAIL
pulse,30,gamma_rtd,10.255335,1,0.9103836504,0.1686319513,0.8040650586,10.75,FAIL
pulse,30,gamma_rtd,11.278081,1,0.8958838649,0.1799592692,0.774888365,11.6,FAIL
pulse,30,gamma_rtd,12.402823,1,0.8795062716,0.1915824439,0.7422763337,12.55,FAIL
pulse,30,gamma_rtd,13.639734,1,0.8611567478,0.2033979683,0.7061255363,13.6,FAIL
pulse,30,gamma_rtd,15,1,0.8407736144,0.2152876778,0.6664051725,14.7,FAIL
pulse,60,plug,0.05,1,0.9992320998,0.009141999205,0.9994526835,1.05,PASS
pulse,60,plug,0.05498641,1,0.9992320083,0.009184395884,0.9994475942,1.1,PASS
pulse,60,plug,0.0604701,1,0.9992320195,0.009231020665,0.9994419702,1.1,PASS
pulse,60,plug,0.06650068,1,0.9992320317,0.009282295354,0.9994357525,1.1,PASS
pulse,60,plug,0.07313267,1,0.9992320452,0.009338683507,0.9994288749,1.1,PASS
pulse,60,plug,0.08042606,1,0.99923206,0.009400695188,0.9994212633,1.1,PASS
pulse,60,plug,0.0884468,1,0.9992320763,0.009468891136,0.9994128345,1.1,PASS
pulse,60,plug,0.09726744,1,0.9992320943,0.009543888205,0.9994034948,1.1,PASS
pulse,60,plug,0.1,1,0.9992320998,0.009567121668,0.9994005865,1.1,PASS
pulse,60,plug,0.10696774,1,0.9992320123,0.009626363751,0.9993931386,1.15,PASS
pulse,60,plug,0.11763544,1,0.999232034,0.00971706418,0.9993816468,1.15,PASS
pulse,60,plug,0.12936701,1,0.9992320579,0.009816810039,0.9993688845,1.15,PASS
pulse,60,plug,0.14226855,1,0.9992320841,0.00992650344,0.999354699,1.15,PASS
pulse,60,plug,0.15645673,1,0.9992320113,0.01004713534,0.9993389169,1.2,PASS
pulse,60,plug,0.17205988,1,0.999232043,0.01017979649,0.999321341,1.2,PASS
pulse,60,plug,0.1892191,1,0.9992320779,0.01032568782,0.999301746,1.2,PASS
pulse,60,plug,0.20808957,1,0.9992320146,0.01048612712,0.9992798751,1.25,PASS
pulse,60,plug,0.22884197,1,0.9992320568,0.01066256479,0.999255434,1.25,PASS
pulse,60,plug,0.25,1,0.9992320998,0.01084245149,0.9992300954,1.25,PASS
pulse,60,plug,0.25166396,1,0.9992320016,0.01085659818,0.9992280848,1.3,PASS
pulse,60,plug,0.27676195,1,0.9992320526,0.01106997718,0.9991974391,1.3,PASS
pulse,60,plug,0.30436292,1,0.999232007,0.01130463566,0.9991630488,1.35,PASS
pulse,60,plug,0.33471648,1,0.9992320688,0.01156269012,0.9991243968,1.35,PASS
pulse,60,plug,0.36809714,1,0.999232035,0.01184647556,0.9990808835,1.4,PASS
pulse,60,plug,0.4048068,1,0.9992320079,0.01215855751,0.9990318136,1.45,PASS
pulse,60,plug,0.44517744,1,0.99923209,0.01250175319,0.9989763784,1.45,PASS
pulse,60,plug,0.48957418,1,0.9992320786,0.01287916369,0.9989136352,1.5,PASS
pulse,60,plug,0.5,1,0.9992320998,0.01296779233,0.9988986305,1.5,PASS
pulse,60,plug,0.53839852,1,0.9992320762,0.01329419955,0.9988424826,1.55,PASS
pulse,60,plug,0.59209203,1,0.9992320838,0.01375060934,0.9987616319,1.6,PASS
pulse,60,plug,0.65114029,1,0.9992320145,0.01425251429,0.9986695716,1.65,PASS
pulse,60,plug,0.71607733,1,0.9992320309,0.01480444012,0.9985645262,1.75,PASS
pulse,60,plug,0.75,1,0.9992320998,0.01509275444,0.9985080663,1.75,PASS
pulse,60,plug,0.78749042,1,0.9992320744,0.01541137481,0.9984444045,1.8,PASS
pulse,60,plug,0.8660254,1,0.9992320308,0.01607878923,0.998306742,1.9,PASS
pulse,60,plug,0.95239254,1,0.999232003,0.0168127065,0.9981486262,2,PASS
pulse,60,plug,1,1,0.9992320998,0.0172172284,0.9980584591,2,PASS
pulse,60,plug,1.0473729,1,0.9992320945,0.01761973462,0.9979666135,2.05,PASS
pulse,60,plug,1.1518255,1,0.9992320019,0.01850714616,0.9977566225,2.2,PASS
pulse,60,plug,1.266695,1,0.9992320321,0.01948292453,0.9975138122,2.3,PASS
pulse,60,plug,1.3930202,1,0.9992320856,0.0205558571,0.997232429,2.4,PASS
pulse,60,plug,1.5319435,1,0.9992320631,0.02173557345,0.9969056339,2.55,PASS
pulse,60,plug,1.6847215,1,0.9992320688,0.02303267108,0.9965252799,2.7,PASS
pulse,60,plug,1.8527357,1,0.9992320037,0.0244587785,0.9960816588,2.9,PASS
pulse,60,plug,2,1,0.9992320998,0.02570843663,0.9956710236,3,PASS
pulse,60,plug,2.0375056,1,0.9992320744,0.02602664592,0.9955631919,3.05,PASS
pulse,60,plug,2.2407024,1,0.9992320809,0.02775029417,0.9949560505,3.25,PASS
pulse,60,plug,2.4641635,1,0.999232027,0.02964507843,0.9942437192,3.5,PASS
pulse,60,plug,2.7099101,1,0.9992320183,0.03172785014,0.993406453,3.75,PASS
pulse,60,plug,2.9801645,1,0.9992320595,0.03401705751,0.992420644,4,PASS
pulse,60,plug,3,1,0.9992320998,0.03418503173,0.9923456073,4,PASS
pulse,60,plug,3.2773709,1,0.9992320538,0.03653291822,0.9912580483,4.3,PASS
pulse,60,plug,3.6042171,1,0.9992320067,0.03929754862,0.9898848747,4.65,PASS
pulse,60,plug,3.7,1,0.9992320998,0.04010728153,0.9894637284,4.7,PASS
pulse,60,plug,3.9636591,1,0.9992320259,0.04233508651,0.9882607061,5,PASS
pulse,60,plug,4.3589477,1,0.9992320164,0.04567193092,0.986337179,5.4,PASS
pulse,60,plug,4.7936576,1,0.9992320869,0.04933681417,0.9840564757,5.8,PASS
pulse,60,plug,5,1,0.9992320998,0.05107457304,0.982913553,6,PASS
pulse,60,plug,5.2717203,1,0.9992320423,0.05336099011,0.9813495037,6.3,PASS
pulse,60,plug,5.7974594,1,0.9992320947,0.05777842939,0.9781337462,6.8,PASS
pulse,60,plug,6.3756295,1,0.9992320503,0.06262579846,0.9743108399,7.4,PASS
pulse,60,plug,7.0114594,1,0.9992320215,0.06794276111,0.9697636067,8.05,PASS
pulse,60,plug,7.7106995,1,0.9992320199,0.0737718241,0.964352844,8.75,PASS
pulse,60,plug,8.4796736,1,0.9992320585,0.08015841923,0.9579135421,9.5,PASS
pulse,60,plug,9.325336,1,0.9992320497,0.08715076875,0.9502507296,10.35,PASS
pulse,60,plug,10,1,0.9992320998,0.09270405973,0.9437086371,11,FAIL
pulse,60,plug,10.255335,1,0.999232009,0.09479959794,0.9411349748,11.3,FAIL
pulse,60,plug,11.278081,1,0.9992320553,0.1031575995,0.9302977168,12.3,FAIL
pulse,60,plug,12.402823,1,0.9992320039,0.1122789521,0.9174263919,13.45,FAIL
pulse,60,plug,13.639734,1,0.999232079,0.1222179305,0.9021604246,14.65,FAIL
pulse,60,plug,15,1,0.9992320998,0.1330278004,0.8840877002,16,FAIL
pulse,60,cstr,0.05,1,0.9992307559,0.009389408055,0.9994226524,1.1,PASS
pulse,60,cstr,0.05498641,1,0.9992303187,0.009428732507,0.9994178053,1.1,PASS
pulse,60,cstr,0.0604701,1,0.9992297542,0.009472541666,0.9994123815,1.1,PASS
pulse,60,cstr,0.06650068,1,0.9992290309,0.009521239109,0.9994063229,1.1,PASS
pulse,60,cstr,0.07313267,1,0.9992281104,0.009575270576,0.9993995644,1.1,PASS
pulse,60,cstr,0.08042606,1,0.9992274588,0.009635128927,0.9993920324,1.15,PASS
pulse,60,cstr,0.0884468,1,0.9992265912,0.009701358477,0.999383644,1.15,PASS
pulse,60,cstr,0.09726744,1,0.9992254152,0.009774560499,0.9993743056,1.15,PASS
pulse,60,cstr,0.1,1,0.9992250035,0.009797300912,0.9993713903,1.15,PASS
pulse,60,cstr,0.10696774,1,0.9992238518,0.009855398454,0.9993639115,1.15,PASS
pulse,60,cstr,0.11763544,1,0.999221804,0.009944604512,0.999352342,1.15,PASS
pulse,60,cstr,0.12936701,1,0.9992195103,0.01004298589,0.9993394616,1.2,PASS
pulse,60,cstr,0.14226855,1,0.9992170916,0.01015143242,0.9993251164,1.2,PASS
pulse,60,cstr,0.15645673,1,0.9992138473,0.01027092447,0.9993091317,1.2,PASS
pulse,60,cstr,0.17205988,1,0.9992095711,0.01040254204,0.9992913083,1.2,PASS
pulse,60,cstr,0.1892191,1,0.9992050847,0.0105474741,0.9992714192,1.25,PASS
pulse,60,cstr,0.20808957,1,0.9991993715,0.01070702949,0.9992492049,1.25,PASS
pulse,60,cstr,0.22884197,1,0.9991920935,0.01088264882,0.9992243682,1.3,PASS
pulse,60,cstr,0.25,1,0.9991846686,0.01106182163,0.9991986122,1.3,PASS
pulse,60,cstr,0.25166396,1,0.9991840266,0.01107591674,0.9991965682,1.3,PASS
pulse,60,cstr,0.27676195,1,0.9991734035,0.01128857669,0.9991654129,1.35,PASS
pulse,60,cstr,0.30436292,1,0.9991615104,0.01152254588,0.9991304507,1.35,PASS
pulse,60,cstr,0.33471648,1,0.9991464258,0.01177993234,0.9990911598,1.4,PASS
pulse,60,cstr,0.36809714,1,0.9991283804,0.01206305349,0.9990469369,1.4,PASS
pulse,60,cstr,0.4048068,1,0.9991068152,0.01237445646,0.9989970822,1.45,PASS
pulse,60,cstr,0.44517744,1,0.9990804628,0.01271693979,0.9989407826,1.5,PASS
pulse,60,cstr,0.48957418,1,0.9990485421,0.01309357807,0.9988770912,1.55,PASS
pulse,60,cstr,0.5,1,0.9990407274,0.01318202228,0.998861865,1.55,PASS
pulse,60,cstr,0.53839852,1,0.9990100171,0.01350774751,0.9988049039,1.6,PASS
pulse,60,cstr,0.59209203,1,0.9989635318,0.01396315494,0.9987229298,1.65,PASS
pulse,60,cstr,0.65114029,1,0.9989073301,0.01446386813,0.9986296574,1.7,PASS
pulse,60,cstr,0.71607733,1,0.9988391582,0.01501434938,0.9985233141,1.75,PASS
pulse,60,cstr,0.75,1,0.9988012378,0.01530183715,0.998466194,1.8,PASS
pulse,60,cstr,0.78749042,1,0.9987569649,0.01561949086,0.9984018174,1.85,PASS
pulse,60,cstr,0.8660254,1,0.9986576443,0.01628465299,0.9982627174,1.9,PASS
pulse,60,cstr,0.95239254,1,0.9985377834,0.01701570505,0.9981031277,2,PASS
pulse,60,cstr,1,1,0.9984668126,0.0174184599,0.9980122024,2.05,PASS
pulse,60,cstr,1.0473729,1,0.9983927916,0.01781906754,0.9979196444,2.1,PASS
pulse,60,cstr,1.1518255,1,0.998217738,0.01870175681,0.9977082487,2.2,PASS
pulse,60,cstr,1.266695,1,0.9980062506,0.01967143123,0.997464192,2.3,PASS
pulse,60,cstr,1.3930202,1,0.9977511525,0.02073643668,0.9971818607,2.45,PASS
pulse,60,cstr,1.5319435,1,0.9974430518,0.02190585287,0.996854615,2.6,PASS
pulse,60,cstr,1.6847215,1,0.9970720145,0.02318953581,0.9964746018,2.75,PASS
pulse,60,cstr,1.8527357,1,0.9966252361,0.02459815695,0.9960325341,2.9,PASS
pulse,60,cstr,2,1,0.996199925,0.02582996194,0.9956244305,3.05,PASS
pulse,60,cstr,2.0375056,1,0.9960864105,0.02614323412,0.9955174351,3.05,PASS
pulse,60,cstr,2.2407024,1,0.995438619,0.02783715186,0.9949163425,3.25,PASS
pulse,60,cstr,2.4641635,1,0.9946603264,0.02969316571,0.9942139703,3.5,PASS
pulse,60,cstr,2.7099101,1,0.9937253792,0.03172538438,0.9933923246,3.75,PASS
pulse,60,cstr,2.9801645,1,0.9926051778,0.03394872417,0.9924302753,4,PASS
pulse,60,cstr,3,1,0.9925192,0.03411140828,0.9923572861,4,PASS
pulse,60,cstr,3.2773709,1,0.99126389,0.03637882456,0.9913030838,4.3,PASS
pulse,60,cstr,3.6042171,1,0.9896625998,0.03903191862,0.9899818965,4.6,PASS
pulse,60,cstr,3.7,1,0.9891685219,0.03980538238,0.9895788779,4.7,PASS
pulse,60,cstr,3.9636591,1,0.987753586,0.0419246452,0.9884332138,4.9,PASS
pulse,60,cstr,4.3589477,1,0.9854851803,0.04507379428,0.9866183568,5.3,PASS
pulse,60,cstr,4.7936576,1,0.982796262,0.04849597501,0.9844929592,5.7,PASS
pulse,60,cstr,5,1,0.9814523089,0.05010468536,0.9834384296,5.9,PASS
pulse,60,cstr,5.2717203,1,0.9796197271,0.05220719966,0.9820065244,6.15,PASS
pulse,60,cstr,5.7974594,1,0.9758825773,0.05622238006,0.9791020979,6.6,PASS
pulse,60,cstr,6.3756295,1,0.9715028137,0.06055473999,0.9757161131,7.1,PASS
pulse,60,cstr,7.0114594,1,0.966394073,0.06521515538,0.9717784799,7.65,PASS
pulse,60,cstr,7.7106995,1,0.9604650508,0.07021144404,0.9672129812,8.2,PASS
pulse,60,cstr,8.4796736,1,0.9536224556,0.07554763768,0.9619380424,8.85,PASS
pulse,60,cstr,9.325336,1,0.9457708831,0.08122328035,0.955867918,9.5,PASS
pulse,60,cstr,10,1,0.9393047327,0.08560693025,0.950849676,10,PASS
pulse,60,cstr,10.255335,1,0.9368180137,0.08723280413,0.9489143151,10.2,FAIL
pulse,60,cstr,11.278081,1,0.9266764619,0.09356503711,0.9409884372,10.95,FAIL
pulse,60,cstr,12.402823,1,0.9152668091,0.1002028975,0.9320033855,11.75,FAIL
pulse,60,cstr,13.639734,1,0.9025221727,0.1071233168,0.9218768111,12.55,FAIL
pulse,60,cstr,15,1,0.8883891826,0.1142974213,0.9105336695,13.4,FAIL
pulse,60,gamma_rtd,0.05,1,0.999231927,0.00922898459,0.9994422164,1.1,PASS
pulse,60,gamma_rtd,0.05498641,1,0.9992318636,0.009257255299,0.9994387932,1.1,PASS
pulse,60,gamma_rtd,0.0604701,1,0.9992317602,0.009291324815,0.999434654,1.1,PASS
pulse,60,gamma_rtd,0.06650068,1,0.9992315995,0.00933164814,0.9994297352,1.1,PASS
pulse,60,gamma_rtd,0.07313267,1,0.9992313588,0.009378651351,0.9994239748,1.1,PASS
pulse,60,gamma_rtd,0.08042606,1,0.99923101,0.00943275121,0.9994173088,1.1,PASS
pulse,60,gamma_rtd,0.0884468,1,0.9992305177,0.00949437653,0.9994096689,1.1,PASS
pulse,60,gamma_rtd,0.09726744,1,0.9992298388,0.009563990233,0.9994009787,1.1,PASS
pulse,60,gamma_rtd,0.1,1,0.9992296661,0.009585854933,0.9993982362,1.15,PASS
pulse,60,gamma_rtd,0.10696774,1,0.9992294962,0.009642108925,0.9993911512,1.15,PASS
pulse,60,gamma_rtd,0.11763544,1,0.9992290611,0.009729320487,0.9993800854,1.15,PASS
pulse,60,gamma_rtd,0.12936701,1,0.9992283307,0.009826298072,0.9993676634,1.15,PASS
pulse,60,gamma_rtd,0.14226855,1,0.9992272153,0.009933812193,0.9993537477,1.15,PASS
pulse,60,gamma_rtd,0.15645673,1,0.9992260507,0.01005274064,0.9993381783,1.2,PASS
pulse,60,gamma_rtd,0.17205988,1,0.9992249992,0.01018407781,0.999320769,1.2,PASS
pulse,60,gamma_rtd,0.1892191,1,0.9992232769,0.01032894305,0.9993013044,1.2,PASS
pulse,60,gamma_rtd,0.20808957,1,0.9992212362,0.01048859002,0.9992795352,1.25,PASS
pulse,60,gamma_rtd,0.22884197,1,0.999219148,0.01066441663,0.9992551732,1.25,PASS
pulse,60,gamma_rtd,0.25,1,0.9992161159,0.01084385799,0.9992298928,1.25,PASS
pulse,60,gamma_rtd,0.25166396,1,0.9992158777,0.01085797561,0.9992278859,1.3,PASS
pulse,60,gamma_rtd,0.27676195,1,0.9992129361,0.01107098748,0.9991972888,1.3,PASS
pulse,60,gamma_rtd,0.30436292,1,0.999208456,0.01130535424,0.9991629372,1.35,PASS
pulse,60,gamma_rtd,0.33471648,1,0.9992037962,0.01156317529,0.9991243164,1.35,PASS
pulse,60,gamma_rtd,0.36809714,1,0.9991977877,0.01184676531,0.9990808294,1.4,PASS
pulse,60,gamma_rtd,0.4048068,1,0.9991902149,0.01215867414,0.9990317826,1.45,PASS
pulse,60,gamma_rtd,0.44517744,1,0.9991815055,0.01250170856,0.998976369,1.45,PASS
pulse,60,gamma_rtd,0.48957418,1,0.9991710142,0.01287895716,0.9989136477,1.5,PASS
pulse,60,gamma_rtd,0.5,1,0.9991680759,0.01296754661,0.9988986483,1.5,PASS
pulse,60,gamma_rtd,0.53839852,1,0.9991581829,0.0132938168,0.9988425192,1.55,PASS
pulse,60,gamma_rtd,0.59209203,1,0.9991425599,0.01375002282,0.9987616969,1.6,PASS
pulse,60,gamma_rtd,0.65114029,1,0.9991234812,0.01425168121,0.998669672,1.65,PASS
pulse,60,gamma_rtd,0.71607733,1,0.9991011406,0.01480330477,0.998564672,1.75,PASS
pulse,60,gamma_rtd,0.75,1,0.999088062,0.01509143925,0.9985082399,1.75,PASS
pulse,60,gamma_rtd,0.78749042,1,0.9990736407,0.01540985197,0.9984446111,1.8,PASS
pulse,60,gamma_rtd,0.8660254,1,0.9990404146,0.0160767698,0.9983070302,1.9,PASS
pulse,60,gamma_rtd,0.95239254,1,0.9989998627,0.01681004059,0.9981490264,2,PASS
pulse,60,gamma_rtd,1,1,0.9989761015,0.01721415996,0.9980589319,2,PASS
pulse,60,gamma_rtd,1.0473729,1,0.998951379,0.0176162323,0.9979671669,2.05,PASS
pulse,60,gamma_rtd,1.1518255,1,0.9988924879,0.01850255364,0.9977573874,2.2,PASS
pulse,60,gamma_rtd,1.266695,1,0.9988218472,0.01947691383,0.9975148692,2.3,PASS
pulse,60,gamma_rtd,1.3930202,1,0.9987358453,0.02054798591,0.9972338934,2.4,PASS
pulse,60,gamma_rtd,1.5319435,1,0.9986322191,0.02172527614,0.9969076648,2.55,PASS
pulse,60,gamma_rtd,1.6847215,1,0.9985067191,0.02301919641,0.996528103,2.7,PASS
pulse,60,gamma_rtd,1.8527357,1,0.9983546519,0.02444114199,0.9960855918,2.9,PASS
pulse,60,gamma_rtd,2,1,0.9982100806,0.02568653851,0.9956761661,3,PASS
pulse,60,gamma_rtd,2.0375056,1,0.998171799,0.02600357216,0.9955686802,3.05,PASS
pulse,60,gamma_rtd,2.2407024,1,0.9979503576,0.02772009407,0.994963727,3.25,PASS
