waveform_type,T_min,topology,tau_transport_min,tau_sensor_min,amplitude_retention,NRMSE,pearson_r,feature_delay_min,pass_strict
pulse,2,plug,0.05,1,0.7435824389,0.05281542693,0.8132723787,0.75,FAIL
pulse,2,plug,0.05498641,1,0.7435695807,0.05305875702,0.8114067742,0.75,FAIL
pulse,2,plug,0.0604701,1,0.7435554402,0.05332637091,0.8093452633,0.75,FAIL
pulse,2,plug,0.06650068,1,0.7435398895,0.0536206945,0.8070663252,0.75,FAIL
pulse,2,plug,0.07313267,1,0.7435227879,0.05394439439,0.8045459238,0.75,FAIL
pulse,2,plug,0.08042606,1,0.7435039808,0.0543004054,0.8017571603,0.75,FAIL
pulse,2,plug,0.0884468,1,0.7434832981,0.05469195475,0.7986699295,0.75,FAIL
pulse,2,plug,0.09726744,1,0.7434982284,0.05512259354,0.7952504909,0.8,FAIL
pulse,2,plug,0.1,1,0.7435824389,0.05525601029,0.79418606,0.8,FAIL
pulse,2,plug,0.10696774,1,0.7435644716,0.05559342347,0.7914764738,0.8,FAIL
pulse,2,plug,0.11763544,1,0.7435369633,0.05611012186,0.7872966326,0.8,FAIL
pulse,2,plug,0.12936701,1,0.7435067117,0.05667850549,0.7826566592,0.8,FAIL
pulse,2,plug,0.14226855,1,0.7434734431,0.05730375594,0.7775025217,0.8,FAIL
pulse,2,plug,0.15645673,1,0.7435657893,0.05798803062,0.7717939644,0.85,FAIL
pulse,2,plug,0.17205988,1,0.7435255542,0.05873628446,0.7654682148,0.85,FAIL
pulse,2,plug,0.1892191,1,0.7434813066,0.05955969598,0.7584219838,0.85,FAIL
pulse,2,plug,0.20808957,1,0.7435615788,0.0604602908,0.7506011708,0.9,FAIL
pulse,2,plug,0.22884197,1,0.7435080656,0.06144359669,0.7419209197,0.9,FAIL
pulse,2,plug,0.25,1,0.7435824389,0.06244731618,0.7329349309,0.95,FAIL
pulse,2,plug,0.25166396,1,0.7435781482,0.06252493551,0.7322311795,0.95,FAIL
pulse,2,plug,0.27676195,1,0.7435134292,0.06369694137,0.7215127318,0.95,FAIL
pulse,2,plug,0.30436292,1,0.7435711885,0.06498431656,0.7095349256,1,FAIL
pulse,2,plug,0.33471648,1,0.7434929173,0.06637962828,0.6962607342,1,FAIL
pulse,2,plug,0.36809714,1,0.7435357727,0.06789979354,0.68148629,1.05,FAIL
pulse,2,plug,0.4048068,1,0.7435700439,0.0695549976,0.6650336829,1.1,FAIL
pulse,2,plug,0.44517744,1,0.7434659421,0.07134361256,0.6467963478,1.1,FAIL
pulse,2,plug,0.48957418,1,0.743480391,0.07327295577,0.6265963698,1.15,FAIL
pulse,2,plug,0.5,1,0.7435824389,0.07372666344,0.6217884552,1.2,FAIL
pulse,2,plug,0.53839852,1,0.7434834226,0.07535274637,0.604224633,1.2,FAIL
pulse,2,plug,0.59209203,1,0.7434738983,0.07758638577,0.5795084051,1.25,FAIL
pulse,2,plug,0.65114029,1,0.7435794985,0.07997519531,0.5522867343,1.35,FAIL
pulse,2,plug,0.71607733,1,0.7435409811,0.08250137768,0.5225529084,1.4,FAIL
pulse,2,plug,0.75,1,0.7435824389,0.08379717632,0.5069954361,1.45,FAIL
pulse,2,plug,0.78749042,1,0.7434857642,0.0851801008,0.4900512584,1.45,FAIL
pulse,2,plug,0.8660254,1,0.743541115,0.08798691475,0.4548698379,1.55,FAIL
pulse,2,plug,0.95239254,1,0.7435762694,0.09091613879,0.4169817247,1.65,FAIL
pulse,2,plug,1,1,0.7435824389,0.09245287719,0.3966005142,1.7,FAIL
pulse,2,plug,1.0473729,1,0.743501479,0.09392379128,0.3767505881,1.75,FAIL
pulse,2,plug,1.1518255,1,0.7435777316,0.09698447961,0.3344707562,1.85,FAIL
pulse,2,plug,1.266695,1,0.7435393884,0.1000435573,0.2908014729,1.95,FAIL
pulse,2,plug,1.3930202,1,0.743471505,0.1030734045,0.2462946414,2.05,FAIL
pulse,2,plug,1.5319435,1,0.7435000677,0.1059878968,0.2021637892,2.2,FAIL
pulse,2,plug,1.6847215,1,0.7434929044,0.1087382614,0.1594293208,2.35,FAIL
pulse,2,plug,1.8527357,1,0.7435753846,0.1112571656,0.1193851525,2.55,FAIL
pulse,2,plug,2,1,0.7435824389,0.1130643311,0.09006950266,2.7,FAIL
pulse,2,plug,2.0375056,1,0.743485725,0.1134620004,0.08347713572,2.7,FAIL
pulse,2,plug,2.2407024,1,0.7434774817,0.1153250444,0.05264479263,2.9,FAIL
pulse,2,plug,2.4641635,1,0.7435459161,0.116807199,0.02772405144,3.15,FAIL
pulse,2,plug,2.7099101,1,0.7435568843,0.1179158663,0.008910067774,3.4,FAIL
pulse,2,plug,2.9801645,1,0.7435046552,0.1186748759,-0.004120878477,3.65,FAIL
pulse,2,plug,3,1,0.7435824389,0.1187238382,-0.004856999624,3.7,FAIL
pulse,2,plug,3.2773709,1,0.743511859,0.1191494091,-0.01229220712,3.95,FAIL
pulse,2,plug,3.6042171,1,0.7435715645,0.119416473,-0.01682728136,4.3,FAIL
pulse,2,plug,3.7,1,0.7435824389,0.1194638024,-0.01761103216,4.4,FAIL
pulse,2,plug,3.9636591,1,0.7435472168,0.119538636,-0.01899391958,4.65,FAIL
pulse,2,plug,4.3589477,1,0.743559366,0.1195902495,-0.01986406559,5.05,FAIL
pulse,2,plug,4.7936576,1,0.7434698613,0.1196074799,-0.02014615991,5.45,FAIL
pulse,2,plug,5,1,0.7435824389,0.1196128649,-0.02018986528,5.7,FAIL
pulse,2,plug,5.2717203,1,0.7435264298,0.11960818,-0.02021861205,5.95,FAIL
pulse,2,plug,5.7974594,1,0.7435041444,0.1196139238,-0.02022975876,6.5,FAIL
pulse,2,plug,6.3756295,1,0.7435163494,0.1196089371,-0.02023357188,7.05,FAIL
pulse,2,plug,7.0114594,1,0.7435528891,0.1196107909,-0.02023294409,7.7,FAIL
pulse,2,plug,7.7106995,1,0.7435548486,0.1196110047,-0.02023286208,8.4,FAIL
pulse,2,plug,8.4796736,1,0.7435059212,0.119609162,-0.02023363028,9.15,FAIL
pulse,2,plug,9.325336,1,0.7435171063,0.1196089428,-0.02023372165,10,FAIL
pulse,2,plug,10,1,0.7435824389,0.1196152466,-0.02023109458,10.7,FAIL
pulse,2,plug,10.255335,1,0.7435686824,0.1196128429,-0.0202320962,10.95,FAIL
pulse,2,plug,11.278081,1,0.7435100287,0.1196090374,-0.02023368222,11.95,FAIL
pulse,2,plug,12.402823,1,0.7435751591,0.119613903,-0.02023165442,13.1,FAIL
pulse,2,plug,13.639734,1,0.7434799785,0.1196111317,-0.02023280933,14.3,FAIL
pulse,2,plug,15,1,0.7435824389,0.1196152466,-0.02023109458,15.7,FAIL
pulse,2,cstr,0.05,1,0.7429294861,0.05422705706,0.8023198615,0.75,FAIL
pulse,2,cstr,0.05498641,1,0.7427192079,0.05444959953,0.8005646524,0.75,FAIL
pulse,2,cstr,0.0604701,1,0.7424507025,0.05469682337,0.798605501,0.75,FAIL
pulse,2,cstr,0.06650068,1,0.7421100441,0.05497071917,0.7964235016,0.75,FAIL
pulse,2,cstr,0.07313267,1,0.7418592536,0.05527342367,0.7939978436,0.8,FAIL
pulse,2,cstr,0.08042606,1,0.741558117,0.05560722088,0.7913056507,0.8,FAIL
pulse,2,cstr,0.0884468,1,0.7411478018,0.05597453226,0.7883218803,0.8,FAIL
pulse,2,cstr,0.09726744,1,0.7406009281,0.05637790448,0.7850192145,0.8,FAIL
pulse,2,cstr,0.1,1,0.740411269,0.05650263121,0.7839924464,0.8,FAIL
pulse,2,cstr,0.10696774,1,0.7398845987,0.05681998464,0.7813680231,0.8,FAIL
pulse,2,cstr,0.11763544,1,0.7389595672,0.05730348942,0.7773363454,0.8,FAIL
pulse,2,cstr,0.12936701,1,0.7381302047,0.05783115778,0.7728899802,0.85,FAIL
pulse,2,cstr,0.14226855,1,0.7370554262,0.05840569241,0.7679926449,0.85,FAIL
pulse,2,cstr,0.15645673,1,0.7356436676,0.05902968287,0.7626062734,0.85,FAIL
pulse,2,cstr,0.17205988,1,0.7339015191,0.05970551369,0.7566914416,0.9,FAIL
pulse,2,cstr,0.1892191,1,0.7321217165,0.06043525085,0.7502079977,0.9,FAIL
pulse,2,cstr,0.20808957,1,0.7297994623,0.06122051525,0.7431158547,0.9,FAIL
pulse,2,cstr,0.22884197,1,0.7270394132,0.06206234157,0.7353759947,0.95,FAIL
pulse,2,cstr,0.25,1,0.7242122012,0.06289647413,0.7275625085,0.95,FAIL
pulse,2,cstr,0.25166396,1,0.7239724619,0.06296102555,0.7269517064,0.95,FAIL
pulse,2,cstr,0.27676195,1,0.7200908144,0.06391597639,0.7178099525,1,FAIL
pulse,2,cstr,0.30436292,1,0.7159614896,0.06492557446,0.7079229186,1,FAIL
pulse,2,cstr,0.33471648,1,0.7108269249,0.06598705369,0.6972696063,1.05,FAIL
pulse,2,cstr,0.36809714,1,0.7052551352,0.06709642013,0.6858373975,1.05,FAIL
pulse,2,cstr,0.4048068,1,0.6986765701,0.06824841901,0.67362348,1.1,FAIL
pulse,2,cstr,0.44517744,1,0.691255051,0.06943655979,0.660636029,1.1,FAIL
pulse,2,cstr,0.48957418,1,0.6830104972,0.07065321009,0.6468949833,1.15,FAIL
pulse,2,cstr,0.5,1,0.681012806,0.07092591109,0.6437500222,1.15,FAIL
pulse,2,cstr,0.53839852,1,0.673671526,0.07188975297,0.6324323927,1.2,FAIL
pulse,2,cstr,0.59209203,1,0.6632539648,0.07313680915,0.6172922024,1.25,FAIL
pulse,2,cstr,0.65114029,1,0.6520003111,0.07438450653,0.601529529,1.25,FAIL
pulse,2,cstr,0.71607733,1,0.6396504726,0.07562278591,0.5852093985,1.3,FAIL
pulse,2,cstr,0.75,1,0.6331424647,0.07621928731,0.5770832588,1.35,FAIL
pulse,2,cstr,0.78749042,1,0.6262312286,0.07684171874,0.5684050737,1.35,FAIL
pulse,2,cstr,0.8660254,1,0.6117847012,0.07803181924,0.5511960436,1.4,FAIL
pulse,2,cstr,0.95239254,1,0.5963624489,0.0791843297,0.5336658225,1.45,FAIL
pulse,2,cstr,1,1,0.5880652172,0.07975852762,0.5245738986,1.45,FAIL
pulse,2,cstr,1.0473729,1,0.5800263197,0.08029146173,0.51589971,1.5,FAIL
pulse,2,cstr,1.1518255,1,0.5628487615,0.08134658324,0.4979826148,1.55,FAIL
pulse,2,cstr,1.266695,1,0.5449125617,0.08234434345,0.479997064,1.6,FAIL
pulse,2,cstr,1.3930202,1,0.5263100545,0.08328073299,0.4620215041,1.65,FAIL
pulse,2,cstr,1.5319435,1,0.5071418025,0.08415308535,0.4441288961,1.7,FAIL
pulse,2,cstr,1.6847215,1,0.4875148988,0.08496002322,0.426385684,1.75,FAIL
pulse,2,cstr,1.8527357,1,0.467540953,0.08570136197,0.4088510844,1.8,FAIL
pulse,2,cstr,2,1,0.4513141067,0.08625075666,0.3949301743,1.85,FAIL
pulse,2,cstr,2.0375056,1,0.4473339192,0.08637797954,0.391576708,1.85,FAIL
pulse,2,cstr,2.2407024,1,0.42701803,0.08699166488,0.3746064519,1.95,FAIL
pulse,2,cstr,2.4641635,1,0.4067539313,0.08754495511,0.3579766279,2,FAIL
pulse,2,cstr,2.7099101,1,0.3865824071,0.08804097104,0.3417162748,2.05,FAIL
pulse,2,cstr,2.9801645,1,0.3666050862,0.08848325895,0.3258475959,2.1,FAIL
pulse,2,cstr,3,1,0.365215855,0.08851221501,0.3247552962,2.1,FAIL
pulse,2,cstr,3.2773709,1,0.3469167254,0.08887564398,0.310386497,2.15,FAIL
pulse,2,cstr,3.6042171,1,0.3276620984,0.08922209994,0.2953431612,2.25,FAIL
pulse,2,cstr,3.7,1,0.3224246864,0.08931014045,0.2912669725,2.25,FAIL
pulse,2,cstr,3.9636591,1,0.3088521073,0.08952663725,0.2807226494,2.3,FAIL
pulse,2,cstr,4.3589477,1,0.2905530763,0.08979321039,0.2665254853,2.35,FAIL
pulse,2,cstr,4.7936576,1,0.2728641831,0.09002564441,0.252748215,2.45,FAIL
pulse,2,cstr,5,1,0.2652078222,0.09011872313,0.2467730009,2.45,FAIL
pulse,2,cstr,5.2717203,1,0.2557928431,0.09022757934,0.2393839209,2.5,FAIL
pulse,2,cstr,5.7974594,1,0.2393789781,0.0904024309,0.2264226843,2.6,FAIL
pulse,2,cstr,6.3756295,1,0.2236718365,0.09055336535,0.2138519883,2.65,FAIL
pulse,2,cstr,7.0114594,1,0.2086589364,0.0906832862,0.2016570583,2.7,FAIL
pulse,2,cstr,7.7106995,1,0.1943809336,0.09079483075,0.1898211395,2.8,FAIL
pulse,2,cstr,8.4796736,1,0.1808163755,0.09089037409,0.1783257123,2.85,FAIL
pulse,2,cstr,9.325336,1,0.1679812112,0.09097203894,0.1671506511,2.95,FAIL
pulse,2,cstr,10,1,0.1590031696,0.0910243025,0.1591311542,3,FAIL
pulse,2,cstr,10.255335,1,0.1558528558,0.09104170947,0.156274339,3,FAIL
pulse,2,cstr,11.278081,1,0.1444319298,0.09110104778,0.1456737607,3.1,FAIL
pulse,2,cstr,12.402823,1,0.133689114,0.09115151195,0.1353246068,3.2,FAIL
pulse,2,cstr,13.639734,1,0.1236167346,0.09119437458,0.1252014371,3.25,FAIL
pulse,2,cstr,15,1,0.1141826771,0.0912307411,0.1152779527,3.35,FAIL
pulse,2,gamma_rtd,0.05,1,0.7435153336,0.0533141683,0.8094387128,0.75,FAIL
pulse,2,gamma_rtd,0.05498641,1,0.7434756314,0.05347604034,0.8081864859,0.75,FAIL
pulse,2,gamma_rtd,0.0604701,1,0.7434158553,0.0536709598,0.8066734125,0.75,FAIL
pulse,2,gamma_rtd,0.06650068,1,0.7433280333,0.05390142887,0.8048770466,0.75,FAIL
pulse,2,gamma_rtd,0.07313267,1,0.7432019833,0.05416974571,0.8027756436,0.75,FAIL
pulse,2,gamma_rtd,0.08042606,1,0.743024923,0.05447810639,0.8003472546,0.75,FAIL
pulse,2,gamma_rtd,0.0884468,1,0.7427810083,0.05482871387,0.79756874,0.75,FAIL
pulse,2,gamma_rtd,0.09726744,1,0.7425818157,0.05522388669,0.7944147441,0.8,FAIL
pulse,2,gamma_rtd,0.1,1,0.7425532468,0.055347802,0.7934208545,0.8,FAIL
pulse,2,gamma_rtd,0.10696774,1,0.7424532368,0.05566614811,0.7908567701,0.8,FAIL
pulse,2,gamma_rtd,0.11763544,1,0.7422222489,0.05615829678,0.7868623376,0.8,FAIL
pulse,2,gamma_rtd,0.12936701,1,0.7418562459,0.0567034481,0.7823943027,0.8,FAIL
pulse,2,gamma_rtd,0.14226855,1,0.7413154463,0.0573050534,0.7774102807,0.8,FAIL
pulse,2,gamma_rtd,0.15645673,1,0.7409520701,0.05796689285,0.7718622031,0.85,FAIL
pulse,2,gamma_rtd,0.17205988,1,0.7404271475,0.05869304774,0.7656959635,0.85,FAIL
pulse,2,gamma_rtd,0.1892191,1,0.7396022344,0.05948784589,0.7588512107,0.85,FAIL
pulse,2,gamma_rtd,0.20808957,1,0.7388536572,0.060355787,0.75126124,0.9,FAIL
pulse,2,gamma_rtd,0.22884197,1,0.7378561635,0.06130144062,0.7428530604,0.9,FAIL
pulse,2,gamma_rtd,0.25,1,0.7366521332,0.06225482304,0.7342279288,0.95,FAIL
pulse,2,gamma_rtd,0.25166396,1,0.7365801101,0.06232931059,0.7335477211,0.95,FAIL
pulse,2,gamma_rtd,0.27676195,1,0.7352044593,0.06344367138,0.7232608862,0.95,FAIL
pulse,2,gamma_rtd,0.30436292,1,0.7334213353,0.06464836079,0.7119038601,1,FAIL
pulse,2,gamma_rtd,0.33471648,1,0.7313226002,0.06594653349,0.6993851041,1,FAIL
pulse,2,gamma_rtd,0.36809714,1,0.7289270548,0.06734037212,0.685612383,1.05,FAIL
pulse,2,gamma_rtd,0.4048068,1,0.725919813,0.06883075791,0.6704956621,1.1,FAIL
pulse,2,gamma_rtd,0.44517744,1,0.7223124363,0.07041690672,0.6539508601,1.15,FAIL
pulse,2,gamma_rtd,0.48957418,1,0.7182297188,0.07209599079,0.6359044377,1.15,FAIL
pulse,2,gamma_rtd,0.5,1,0.7172303454,0.07248029288,0.6316947113,1.2,FAIL
pulse,2,gamma_rtd,0.53839852,1,0.7134027001,0.07386275966,0.6162988676,1.2,FAIL
pulse,2,gamma_rtd,0.59209203,1,0.7077029253,0.07570920053,0.5950987266,1.25,FAIL
pulse,2,gamma_rtd,0.65114029,1,0.7010735612,0.07762426758,0.5722972011,1.35,FAIL
pulse,2,gamma_rtd,0.71607733,1,0.6935479218,0.07959373135,0.5479224554,1.4,FAIL
pulse,2,gamma_rtd,0.75,1,0.6893411461,0.08056722474,0.5355041864,1.4,FAIL
pulse,2,gamma_rtd,0.78749042,1,0.68480023,0.0816001854,0.522043329,1.45,FAIL
pulse,2,gamma_rtd,0.8660254,1,0.6747063393,0.08362325274,0.4947735934,1.55,FAIL
pulse,2,gamma_rtd,0.95239254,1,0.6634906992,0.08564001426,0.4662740664,1.6,FAIL
pulse,2,gamma_rtd,1,1,0.6571714225,0.08666437562,0.4512388472,1.65,FAIL
pulse,2,gamma_rtd,1.0473729,1,0.6508097997,0.08762566168,0.4367519695,1.7,FAIL
pulse,2,gamma_rtd,1.1518255,1,0.6366695287,0.08955435708,0.4064570746,1.8,FAIL
pulse,2,gamma_rtd,1.266695,1,0.6211234798,0.09140024956,0.3756745685,1.9,FAIL
pulse,2,gamma_rtd,1.3930202,1,0.6041831172,0.09313857587,0.3447149818,2,FAIL
pulse,2,gamma_rtd,1.5319435,1,0.5858314364,0.09474676354,0.3139017881,2.1,FAIL
pulse,2,gamma_rtd,1.6847215,1,0.5661305008,0.09620543914,0.2835577689,2.25,FAIL
pulse,2,gamma_rtd,1.8527357,1,0.5452939737,0.09749926231,0.2539912376,2.35,FAIL
pulse,2,gamma_rtd,2,1,0.5277310535,0.09841311194,0.2309595994,2.5,FAIL
pulse,2,gamma_rtd,2.0375056,1,0.5234050214,0.09861751596,0.2254833586,2.5,FAIL
pulse,2,gamma_rtd,2.2407024,1,0.5005982054,0.09955441412,0.1982775461,2.65,FAIL
pulse,2,gamma_rtd,2.4641635,1,0.4771066596,0.1003091157,0.1725716943,2.85,FAIL
pulse,2,gamma_rtd,2.7099101,1,0.4531239404,0.1008854614,0.1485136157,3,FAIL
pulse,2,gamma_rtd,2.9801645,1,0.4288566575,0.1012914769,0.1261996847,3.2,FAIL
pulse,2,gamma_rtd,3,1,0.4271296714,0.1013137309,0.1247091379,3.25,FAIL
pulse,2,gamma_rtd,3.2773709,1,0.4044829751,0.1015386969,0.1056764255,3.4,FAIL
pulse,2,gamma_rtd,3.6042171,1,0.3802837109,0.1016413803,0.08694447887,3.65,FAIL
pulse,2,gamma_rtd,3.7,1,0.3736309989,0.1016463948,0.0820871516,3.7,FAIL
pulse,2,gamma_rtd,3.9636591,1,0.3563741002,0.1016156791,0.0699643316,3.9,FAIL
pulse,2,gamma_rtd,4.3589477,1,0.3329387693,0.1014788244,0.05466310401,4.2,FAIL
pulse,2,gamma_rtd,4.7936576,1,0.3101736522,0.1012483756,0.04094177096,4.45,FAIL
pulse,2,gamma_rtd,5,1,0.3003267447,0.1011207845,0.03533392753,4.6,FAIL
pulse,2,gamma_rtd,5.2717203,1,0.2881854268,0.1009415712,0.02868227448,4.8,FAIL
pulse,2,gamma_rtd,5.7974594,1,0.2670734318,0.1005748004,0.01775412064,5.15,FAIL
pulse,2,gamma_rtd,6.3756295,1,0.246923501,0.1001632063,0.008020180347,5.55,FAIL
pulse,2,gamma_rtd,7.0114594,1,0.2278142833,0.09972041512,-0.0006584615792,5.95,FAIL
pulse,2,gamma_rtd,7.7106995,1,0.2097675569,0.09925838451,-0.00841866354,6.4,FAIL
pulse,2,gamma_rtd,8.4796736,1,0.1928094579,0.09878735061,-0.01539236809,6.9,FAIL
pulse,2,gamma_rtd,9.325336,1,0.1769429374,0.09831585738,-0.02170465221,7.45,FAIL
pulse,2,gamma_rtd,10,1,0.1659745514,0.09797321381,-0.02598956229,7.9,FAIL
pulse,2,gamma_rtd,10.255335,1,0.1621549988,0.09785084692,-0.02747258008,8.05,FAIL
pulse,2,gamma_rtd,11.278081,1,0.1484238546,0.09739779226,-0.03280474052,8.75,FAIL
pulse,2,gamma_rtd,12.402823,1,0.1357096319,0.09696085562,-0.03780135339,9.5,FAIL
pulse,2,gamma_rtd,13.639734,1,0.1239729196,0.09654305842,-0.04255483991,10.3,FAIL
pulse,2,gamma_rtd,15,1,0.1131629576,0.09614645195,-0.04715077292,11.2,FAIL
pulse,5,plug,0.05,1,0.9200047509,0.04561370155,0.9466594142,0.95,FAIL
pulse,5,plug,0.05498641,1,0.9199895019,0.04582495477,0.9461538169,0.95,FAIL
pulse,5,plug,0.0604701,1,0.919972732,0.04605727871,0.9455951045,0.95,FAIL
pulse,5,plug,0.06650068,1,0.9199542898,0.04631277604,0.94497742,0.95,FAIL
pulse,5,plug,0.07313267,1,0.9199340083,0.04659375762,0.9442942108,0.95,FAIL
pulse,5,plug,0.08042606,1,0.9199117042,0.0469027663,0.9435381294,0.95,FAIL
pulse,5,plug,0.0884468,1,0.9199378974,0.0472425977,0.9427009313,1,FAIL
pulse,5,plug,0.09726744,1,0.9199889388,0.04761632736,0.9417733477,1,FAIL
pulse,5,plug,0.1,1,0.9200047509,0.04773210718,0.9414845287,1,FAIL
pulse,5,plug,0.10696774,1,0.9199834427,0.04802683649,0.940745749,1,FAIL
pulse,5,plug,0.11763544,1,0.9199508195,0.04847809137,0.9396058983,1,FAIL
pulse,5,plug,0.12936701,1,0.9199149429,0.04897437696,0.938340163,1,FAIL
pulse,5,plug,0.14226855,1,0.9199600123,0.04952018903,0.9369334918,1.05,FAIL
pulse,5,plug,0.15645673,1,0.9199850054,0.05011983666,0.9353699046,1.05,FAIL
pulse,5,plug,0.17205988,1,0.919937289,0.05077852273,0.9336303039,1.05,FAIL
pulse,5,plug,0.1892191,1,0.9199423664,0.05150299469,0.9316912895,1.1,FAIL
pulse,5,plug,0.20808957,1,0.919980012,0.05229882711,0.9295295063,1.1,FAIL
pulse,5,plug,0.22884197,1,0.9199165485,0.05317274736,0.9271169576,1.1,FAIL
pulse,5,plug,0.25,1,0.9200047509,0.05406396574,0.9246167058,1.15,FAIL
pulse,5,plug,0.25166396,1,0.9199996623,0.05413381587,0.9244188083,1.15,FAIL
pulse,5,plug,0.27676195,1,0.9199229095,0.05518761438,0.9214031167,1.15,FAIL
pulse,5,plug,0.30436292,1,0.9199914086,0.05634622879,0.9180220068,1.2,FAIL
pulse,5,plug,0.33471648,1,0.9199163117,0.05761665068,0.914232462,1.25,FAIL
pulse,5,plug,0.36809714,1,0.9199494076,0.05901112825,0.9099761634,1.25,FAIL
pulse,5,plug,0.4048068,1,0.9199900511,0.06054161404,0.9051885474,1.3,FAIL
pulse,5,plug,0.44517744,1,0.9199768448,0.06221883363,0.8998002695,1.35,FAIL
pulse,5,plug,0.48957418,1,0.9199444211,0.0640562201,0.8937278608,1.4,FAIL
pulse,5,plug,0.5,1,0.9200047509,0.06448782128,0.8922772065,1.4,FAIL
pulse,5,plug,0.53839852,1,0.9199376181,0.06606884459,0.8868739844,1.45,FAIL
pulse,5,plug,0.59209203,1,0.9199589909,0.06827184842,0.8791292621,1.5,FAIL
pulse,5,plug,0.65114029,1,0.9200012638,0.07068131487,0.8703686081,1.55,FAIL
pulse,5,plug,0.71607733,1,0.9199555844,0.07331091208,0.8604574276,1.6,FAIL
pulse,5,plug,0.75,1,0.9200047509,0.07467974989,0.8551586376,1.65,FAIL
pulse,5,plug,0.78749042,1,0.9199323633,0.07618240742,0.8492237199,1.7,FAIL
pulse,5,plug,0.8660254,1,0.9199557432,0.0793110319,0.8364919934,1.75,FAIL
pulse,5,plug,0.95239254,1,0.9199974342,0.0827175067,0.8220502099,1.85,FAIL
pulse,5,plug,1,1,0.9200047509,0.08457781576,0.8139064281,1.9,FAIL
pulse,5,plug,1.0473729,1,0.9199895491,0.08641553528,0.805682044,1.95,FAIL
pulse,5,plug,1.1518255,1,0.9199991683,0.09042383339,0.7871325785,2.05,FAIL
pulse,5,plug,1.266695,1,0.9199536956,0.09475479862,0.7661400824,2.15,FAIL
pulse,5,plug,1.3930202,1,0.9199643615,0.09942741441,0.7423974224,2.3,FAIL
pulse,5,plug,1.5319435,1,0.9199070635,0.1044438117,0.7156301633,2.4,FAIL
pulse,5,plug,1.6847215,1,0.9199163405,0.1098124104,0.6855282087,2.6,FAIL
pulse,5,plug,1.8527357,1,0.9199963849,0.1155301683,0.6518149988,2.75,FAIL
pulse,5,plug,2,1,0.9200047509,0.1203727211,0.621921524,2.9,FAIL
pulse,5,plug,2.0375056,1,0.9199324513,0.1215770303,0.6142883106,2.95,FAIL
pulse,5,plug,2.2407024,1,0.9199509495,0.1279358648,0.5727680941,3.15,FAIL
pulse,5,plug,2.4641635,1,0.919961437,0.1345627189,0.5272414911,3.35,FAIL
pulse,5,plug,2.7099101,1,0.9199744446,0.1414040004,0.4778355622,3.6,FAIL
pulse,5,plug,2.9801645,1,0.919912504,0.1483783265,0.4249395924,3.85,FAIL
pulse,5,plug,3,1,0.9200047509,0.1488725001,0.4211110792,3.9,FAIL
pulse,5,plug,3.2773709,1,0.9199210473,0.155390316,0.3691955365,4.15,FAIL
pulse,5,plug,3.6042171,1,0.9199918544,0.1623206468,0.3115860068,4.5,FAIL
pulse,5,plug,3.7,1,0.9200047509,0.1641998267,0.2955347172,4.6,FAIL
pulse,5,plug,3.9636591,1,0.9199629795,0.1690179836,0.2535023971,4.85,FAIL
pulse,5,plug,4.3589477,1,0.9199773879,0.1753350863,0.1965787763,5.25,FAIL
pulse,5,plug,4.7936576,1,0.91996805,0.1811071124,0.1427402869,5.7,FAIL
pulse,5,plug,5,1,0.9200047509,0.1834534608,0.1203662798,5.9,FAIL
pulse,5,plug,5.2717203,1,0.9199383274,0.1861811056,0.09395519258,6.15,FAIL
pulse,5,plug,5.7974594,1,0.9199900496,0.1904463259,0.0519371125,6.7,FAIL
pulse,5,plug,6.3756295,1,0.9199263727,0.1938224474,0.01796282138,7.25,FAIL
pulse,5,plug,7.0114594,1,0.9199697066,0.1963220834,-0.00755036306,7.9,FAIL
pulse,5,plug,7.7106995,1,0.9199720304,0.1980176413,-0.02504738131,8.6,FAIL
pulse,5,plug,8.4796736,1,0.9199140054,0.1990527171,-0.03581217536,9.35,FAIL
pulse,5,plug,9.325336,1,0.9199272703,0.1996097355,-0.04162469466,10.2,FAIL
pulse,5,plug,10,1,0.9200047509,0.1998215198,-0.04380774936,10.9,FAIL
pulse,5,plug,10.255335,1,0.9199884365,0.1998680381,-0.0443060607,11.15,FAIL
pulse,5,plug,11.278081,1,0.9199188767,0.1999642141,-0.04533101656,12.15,FAIL
pulse,5,plug,12.402823,1,0.9199961174,0.1999961954,-0.04564196446,13.3,FAIL
pulse,5,plug,13.639734,1,0.9199453466,0.2000018717,-0.04571494168,14.55,FAIL
pulse,5,plug,15,1,0.9200047509,0.2000048652,-0.04572614537,15.9,FAIL
pulse,5,cstr,0.05,1,0.9197658418,0.04684499739,0.9436789959,0.95,FAIL
pulse,5,cstr,0.05498641,1,0.9197093252,0.04704037734,0.943198629,1,FAIL
pulse,5,cstr,0.0604701,1,0.9196729673,0.04725791255,0.9426613833,1,FAIL
pulse,5,cstr,0.06650068,1,0.9196215511,0.0474995542,0.9420616234,1,FAIL
pulse,5,cstr,0.07313267,1,0.919550964,0.04776744544,0.9413930401,1,FAIL
pulse,5,cstr,0.08042606,1,0.9194561624,0.04806394061,0.9406485589,1,FAIL
pulse,5,cstr,0.0884468,1,0.9193309764,0.04839161974,0.9398202512,1,FAIL
pulse,5,cstr,0.09726744,1,0.9191678744,0.0487533067,0.9388992246,1,FAIL
