trace_id,time_min,signal,signal_normalized
Saha_2024_Fig3b_Subject1,116.750000,98.80875,0.01482250755
Saha_2024_Fig3b_Subject1,117.000000,98.755,0.01346928499
Saha_2024_Fig3b_Subject1,117.250000,98.70125,0.01211606244
Saha_2024_Fig3b_Subject1,117.500000,98.6475,0.01076283988
Saha_2024_Fig3b_Subject1,117.750000,98.59375,0.009409617321
Saha_2024_Fig3b_Subject1,118.000000,98.54,0.008056394763
Saha_2024_Fig3b_Subject1,118.250000,98.5,0.007049345418
Saha_2024_Fig3b_Subject1,118.500000,98.46,0.006042296073
Saha_2024_Fig3b_Subject1,118.750000,98.42,0.005035246727
Saha_2024_Fig3b_Subject1,119.000000,98.38,0.004028197382
Saha_2024_Fig3b_Subject1,119.250000,98.34,0.003021148036
Saha_2024_Fig3b_Subject1,119.500000,98.3,0.002014098691
Saha_2024_Fig3b_Subject1,119.750000,98.26,0.001007049345
Saha_2024_Fig3b_Subject1,120.000000,98.22,0
Saha_2024_Fig3b_Subject1,120.250000,98.22,0
Saha_2024_Fig3b_Subject1,120.500000,98.22,0
Saha_2024_Fig3b_Subject1,120.750000,98.22,0
Saha_2024_Fig3b_Subject1,121.000000,98.22,0
Saha_2024_Fig3b_Subject1,121.250000,98.22,0
Saha_2024_Fig3b_Subject1,121.500000,98.22,0
Saha_2024_Fig3b_Subject1,121.750000,98.22,0
Saha_2024_Fig3b_Subject1,122.000000,98.22,0
