time_min,C_in,C_f,S,T_min,tau_transport_min,tau_sensor_min,topology
10.650000,0.0150663634,0.0031526274,0.0017479160,10,5,1,cstr
10.700000,0.0155880313,0.0032711710,0.0018164246,10,5,1,cstr
10.750000,0.0161255259,0.0033937258,0.0018873734,10,5,1,cstr
10.800000,0.0166792411,0.0035204093,0.0019608391,10,5,1,cstr
10.850000,0.0172495780,0.0036513419,0.0020369003,10,5,1,cstr
10.900000,0.0178369439,0.0037866466,0.0021156375,10,5,1,cstr
10.950000,0.0184417530,0.0039264494,0.0021971336,10,5,1,cstr
11.000000,0.0190644263,0.0040708791,0.0022814733,10,5,1,cstr
11.050000,0.0197053915,0.0042200674,0.0023687437,10,5,1,cstr
11.100000,0.0203650827,0.0043741489,0.0024590338,10,5,1,cstr
11.150000,0.0210439409,0.0045332614,0.0025524350,10,5,1,cstr
11.200000,0.0217424136,0.0046975454,0.0026490411,10,5,1,cstr
11.250000,0.0224609550,0.0048671447,0.0027489478,10,5,1,cstr
11.300000,0.0232000258,0.0050422060,0.0028522535,10,5,1,cstr
11.350000,0.0239600931,0.0052228793,0.0029590587,10,5,1,cstr
11.400000,0.0247416307,0.0054093177,0.0030694666,10,5,1,cstr
11.450000,0.0255451187,0.0056016774,0.0031835825,10,5,1,cstr
11.500000,0.0263710434,0.0058001180,0.0033015143,10,5,1,cstr
11.550000,0.0272198976,0.0060048021,0.0034233727,10,5,1,cstr
11.600000,0.0280921802,0.0062158959,0.0035492705,10,5,1,cstr
11.650000,0.0289883962,0.0064335685,0.0036793233,10,5,1,cstr
11.700000,0.0299090567,0.0066579928,0.0038136495,10,5,1,cstr
11.750000,0.0308546787,0.0068893448,0.0039523697,10,5,1,cstr
11.800000,0.0318257851,0.0071278038,0.0040956077,10,5,1,cstr
11.850000,0.0328229044,0.0073735528,0.0042434896,10,5,1,cstr
11.900000,0.0338465709,0.0076267781,0.0043961446,10,5,1,cstr
11.950000,0.0348973241,0.0078876694,0.0045537045,10,5,1,cstr
12.000000,0.0359757092,0.0081564200,0.0047163039,10,5,1,cstr
12.050000,0.0370822763,0.0084332265,0.0048840803,10,5,1,cstr
12.100000,0.0382175807,0.0087182893,0.0050571742,10,5,1,cstr
12.150000,0.0393821827,0.0090118122,0.0052357289,10,5,1,cstr
12.200000,0.0405766472,0.0093140024,0.0054198907,10,5,1,cstr
12.250000,0.0418015436,0.0096250709,0.0056098087,10,5,1,cstr
12.300000,0.0430574459,0.0099452322,0.0058056354,10,5,1,cstr
12.350000,0.0443449322,0.0102747042,0.0060075259,10,5,1,cstr
12.400000,0.0456645845,0.0106137086,0.0062156386,10,5,1,cstr
12.450000,0.0470169887,0.0109624707,0.0064301350,10,5,1,cstr
12.500000,0.0484027342,0.0113212191,0.0066511797,10,5,1,cstr
12.550000,0.0498224138,0.0116901864,0.0068789402,10,5,1,cstr
12.600000,0.0512766234,0.0120696084,0.0071135874,10,5,1,cstr
12.650000,0.0527659617,0.0124597247,0.0073552954,10,5,1,cstr
12.700000,0.0542910301,0.0128607785,0.0076042414,10,5,1,cstr
12.750000,0.0558524322,0.0132730163,0.0078606057,10,5,1,cstr
12.800000,0.0574507740,0.0136966886,0.0081245721,10,5,1,cstr
12.850000,0.0590866628,0.0141320490,0.0083963274,10,5,1,cstr
12.900000,0.0607607079,0.0145793549,0.0086760619,10,5,1,cstr
12.950000,0.0624735195,0.0150388671,0.0089639689,10,5,1,cstr
13.000000,0.0642257088,0.0155108497,0.0092602451,10,5,1,cstr
13.050000,0.0660178875,0.0159955707,0.0095650907,10,5,1,cstr
13.100000,0.0678506676,0.0164933010,0.0098787089,10,5,1,cstr
13.150000,0.0697246612,0.0170043154,0.0102013064,10,5,1,cstr
13.200000,0.0716404796,0.0175288916,0.0105330931,10,5,1,cstr
13.250000,0.0735987335,0.0180673109,0.0108742822,10,5,1,cstr
13.300000,0.0756000325,0.0186198578,0.0112250903,10,5,1,cstr
13.350000,0.0776449847,0.0191868200,0.0115857374,10,5,1,cstr
13.400000,0.0797341961,0.0197684884,0.0119564466,10,5,1,cstr
13.450000,0.0818682705,0.0203651572,0.0123374443,10,5,1,cstr
13.500000,0.0840478090,0.0209771234,0.0127289605,10,5,1,cstr
13.550000,0.0862734095,0.0216046872,0.0131312282,10,5,1,cstr
13.600000,0.0885456666,0.0222481517,0.0135444836,10,5,1,cstr
13.650000,0.0908651708,0.0229078230,0.0139689665,10,5,1,cstr
13.700000,0.0932325080,0.0235840100,0.0144049197,10,5,1,cstr
13.750000,0.0956482595,0.0242770241,0.0148525892,10,5,1,cstr
13.800000,0.0981130013,0.0249871797,0.0153122243,10,5,1,cstr
13.850000,0.1006273035,0.0257147938,0.0157840775,10,5,1,cstr
13.900000,0.1031917302,0.0264601858,0.0162684042,10,5,1,cstr
13.950000,0.1058068386,0.0272236774,0.0167654633,10,5,1,cstr
